raw_data_id,Personen imRaum:,Temperature:,Humidity:
93,1,19.4,61.4
94,1,19.2,64.8
95,1,19,67.4
96,1,18.8,62.5
97,1,18.7,57.7
98,1,18.4,57.7
99,1,18.2,53.8
100,1,17.9,54.5
101,1,18.1,55.3
102,1,17.9,55
103,0,18,53.5
104,0,17.8,56.7
105,0,18.4,65.4
106,0,19,66.1
107,0,19.4,67.2
108,0,19.6,66.6
109,0,19.8,66.9
110,0,19.9,66.7
111,0,20.1,66.8
112,0,20.7,66.7
113,0,20.3,66.4
114,0,20.4,65.9
115,0,20.5,65.8
116,0,20.6,65.7
117,0,20.6,65.2
118,0,20.7,65.2
119,0,20.7,64.9
120,0,20.8,64.8
121,0,20.8,64.5
122,0,20.8,64.4
123,0,20.9,64.2
124,0,20.9,64.1
125,0,20.9,63.6
126,0,20.9,64
127,0,20.9,64
128,0,20.9,63.9
129,0,20.9,63.8
130,0,20.9,63.7
131,0,21.3,64
132,0,20.8,63.6
133,0,21,63.9
134,0,20.9,64.2
135,0,20.8,64.2
136,0,20.8,64.3
137,0,20.7,64.6
138,0,20.7,64.7
139,0,20.7,65
140,0,20.7,65.1
141,0,20.2,65.1
142,0,20.6,65.5
143,0,20.6,65.6
144,0,20.6,65.9
145,0,20.9,66.3
146,0,20.5,66.2
147,0,19.9,66.1
148,0,20.2,66.5
149,0,20.3,66.9
150,0,20.7,67.5
151,0,20.2,67.5
152,0,20.3,67.4
153,0,20.4,68.5
154,0,20.2,67.7
155,0,20.1,67.5
156,0,20.1,67.5
157,0,20.2,67.5
158,0,20.2,67
159,0,20.7,67.2
160,0,20.2,66.8
161,0,20.5,67.1
162,0,20.3,66.9
163,0,20.3,67.1
164,0,20.3,66
165,0,20.5,67.1
166,0,20.3,66.7
167,0,20.4,67.1
168,0,20.3,66.7
169,0,20.3,66
170,0,20.3,65.8
171,0,20.4,66.7
172,0,20.4,66.6
173,0,20.6,66.4
174,0,20.4,66.3
175,0,20.4,65.8
176,0,20.4,66
177,0,20.4,66.3
178,0,20.4,66.2
179,0,20.4,66.1
180,0,20.4,65.5
181,0,20.9,66.4
182,0,20.4,66.1
183,0,20.4,66.2
184,0,20.4,66.1
185,0,20.4,66.2
186,0,20.4,66.3
187,0,20.4,66.5
188,0,20.3,66.5
189,0,19.8,66.3
190,0,20.3,66.5
191,0,20.3,66.7
192,0,20.3,66.8
193,0,20.3,66.8
194,0,20.6,67.2
195,0,20.2,67.2
196,0,21.1,68
197,0,20.3,67.8
198,0,20,67.8
199,0,20.1,67.9
200,0,20,68
201,0,19.6,67.5
202,0,20.2,67.1
203,0,20.3,66.7
204,0,20.2,66.8
205,0,20.2,66.8
206,0,20.2,67.2
207,0,20.2,67.1
208,0,20.2,67.3
209,0,20.2,67.4
210,0,20.2,67.3
211,0,20.2,67.3
212,0,20.2,67.3
213,0,19.7,67
214,0,20.2,67.4
215,0,20.2,67
216,0,20.2,68.1
217,0,20.6,67.1
218,0,20.2,66.9
219,0,20.2,66.7
220,0,20.2,66.8
221,0,20.3,66.5
222,0,20.2,66.1
223,0,20.3,66
224,0,20.3,66
225,0,20.3,66.1
226,0,19.7,65.7
227,0,19.6,65.8
228,0,19.9,65.9
229,0,19.9,65.8
230,0,20.2,66
231,0,20.2,66.1
232,0,20.9,66.7
233,0,20.1,66.3
234,0,20.2,66.3
235,0,20.2,66.4
236,0,20.2,66.3
237,0,20.1,66.4
238,0,20.2,66.4
239,0,20.2,66.2
240,0,20.2,66.2
241,0,19.6,66
242,0,20.2,66.4
243,0,20.2,66.5
244,0,20.1,66.3
245,0,20.1,66.2
246,0,20.1,66.4
247,0,20.1,66.2
248,0,20.1,66.4
249,0,20.3,66.4
250,0,20.1,66.1
251,0,20,65.5
252,0,20.1,66
253,0,20.1,66.2
254,0,20.1,66.2
255,0,20.1,66.5
256,0,19.4,66
257,0,20.1,66.4
258,0,20.2,66.2
259,0,19.1,65.7
260,0,20.1,66.2
261,0,20.1,66.1
262,0,20.1,66.4
263,0,19.5,66.1
264,0,20.1,66.4
265,0,20.1,66.4
266,0,20.1,66.5
267,0,20.3,66.4
268,0,20.1,66.4
269,0,19.1,65.8
270,0,19.9,66.2
271,0,20.2,66.3
272,0,20.1,66.2
273,0,20.2,66.4
274,0,20.2,66.4
275,0,20.2,67
276,0,20.6,66.7
277,0,20.2,65.7
278,0,20.2,66.2
279,0,19.2,66
280,0,20.3,67.5
281,0,20.2,67.9
282,0,20.3,68.3
283,0,20.3,68.8
284,0,20.3,68.8
285,0,20.2,68.5
286,0,20.2,68.2
287,0,20.3,68.2
288,0,20.3,68.2
289,0,20.2,68
290,0,20.3,68.1
291,0,20.2,68
292,0,19,67.2
293,0,20.3,68.5
294,0,20.3,68.8
295,0,20.3,69.2
296,0,20.3,69.3
297,0,20.2,69.1
298,0,20.2,68.9
299,0,20.2,68.8
300,0,20.3,68.5
301,0,20.2,68.5
302,0,20.2,68.5
303,0,20.3,68.6
304,0,20.3,68.9
305,0,20.4,69.1
306,0,20.5,69.3
307,0,20.1,68.8
308,0,20.4,69
309,0,20.4,69.2
310,0,19.4,68.5
311,0,20.3,69.1
312,0,20.3,69
313,0,20.3,68.7
314,0,20.4,68.6
315,1,20.6,68.4
316,1,20.5,68.7
317,1,20.5,68.4
318,1,20.4,68.7
319,1,20.4,69.1
320,1,19.7,68.9
321,1,20.7,69.6
322,1,20.5,69.5
323,1,20.3,56.5
324,1,19.2,54.7
325,1,19,51.1
326,1,18.4,49.1
327,1,19.4,53.8
328,1,18.7,59.6
329,1,19.2,60.6
330,1,19.4,60.8
331,1,20.8,62.1
332,1,19.9,61.8
333,1,20,62.7
334,1,20.1,62.2
335,1,20.3,61.7
336,1,20.4,62.5
337,1,20.5,62.6
338,1,20.6,63.1
339,1,20.7,63.2
340,1,20.8,63.3
341,1,20.9,63.3
342,1,21,63
343,1,21.1,63.3
344,1,21.2,63.3
345,1,21.2,63.3
346,1,21.7,63.6
347,1,21.3,63.1
348,1,21.1,63
349,1,21.4,62.5
350,1,21.5,63.2
351,1,21.5,63.7
352,1,21.5,63.6
353,1,21.2,62.8
354,1,21.5,63.8
355,1,21.5,64
356,1,21.5,64.2
357,1,21.5,64.4
358,1,21.4,64
359,1,21.5,64.4
360,1,21.4,64.1
361,1,21.8,65.1
362,1,21.4,64.8
363,1,21.3,64.9
364,1,21.3,65.6
365,1,21.3,65
366,1,21,65.5
367,1,21.2,65.7
368,1,21.2,65.9
369,1,21.2,66
370,1,21.2,66.3
371,1,21.2,66.3
372,1,21.2,66.9
373,1,21,66.9
374,1,21,67.4
375,1,20.9,67.7
376,1,20.8,68
377,1,20.8,68.3
378,1,20.8,68.6
379,1,20.8,69
380,1,21.1,69.5
381,1,20.8,69.6
382,1,20.8,69.5
383,1,20.9,69.2
384,1,20.9,68.8
385,1,21.1,68.8
386,1,21.1,69.4
387,1,21.1,68.6
388,1,21,68.6
389,1,21,68.7
390,1,21.1,69.3
391,1,21,68.7
392,1,21,68.7
393,1,21.1,69.4
394,1,21.1,68.4
395,1,21.5,68.9
396,1,21.1,68.5
397,1,21.4,67.7
398,1,21.1,68.5
399,1,21.2,68.6
400,1,21.2,68.5
401,1,21.2,67.8
402,1,21.2,68.2
403,1,21.2,68.4
404,1,21.2,67.4
405,1,21.3,68.2
406,1,21.3,68.4
407,1,21.2,68.5
408,1,21.2,68.4
409,1,21.2,68.4
410,1,21.2,68.5
411,1,21.3,68.6
412,1,21.3,68.5
413,1,20.7,68.5
414,1,21.2,69
415,1,21.1,69.5
416,1,21.1,69.7
417,1,21.3,70.2
418,1,21,70.2
419,1,21,70.5
420,1,20.6,70.4
421,1,20.9,70.7
422,1,20.9,70.9
423,1,20.9,71
424,1,20.3,70.7
425,1,20.9,72
426,1,20.9,71.2
427,1,20.8,71.3
428,1,20.7,71.3
429,1,20.8,71.2
430,1,21,70.8
431,1,21,70.3
432,1,21.1,70.1
433,1,21.1,69.9
434,1,21.1,69.8
435,1,21.2,69.8
436,1,21.1,69.8
437,1,21.2,69.7
438,1,21.2,69.7
439,1,21.1,69.7
440,1,21.1,69.3
441,1,21.1,69.2
442,1,21.1,70.2
443,1,20.6,70
444,2,21.1,70.3
445,2,21.1,70.5
446,2,21.2,70.8
447,2,21.1,70.5
448,2,21.1,71.1
449,2,21.1,70.7
450,2,21.1,70.9
451,2,21.1,70.7
452,2,21.3,71.1
453,2,21.1,70.6
454,2,20.6,70.7
455,2,21.1,71
456,2,21.1,71.2
457,2,21.1,71.2
458,2,21.1,71.1
459,2,21.1,71.3
460,2,21.1,71.6
461,2,21.1,71.7
462,2,19.8,70.9
463,2,21.1,71.7
464,2,21.1,71.8
465,2,21.1,72
466,2,21.1,71.9
467,2,21.1,72
468,2,21.1,71.9
469,2,21,72.2
470,2,21.5,72.5
471,2,21,72.3
472,2,21,72.4
473,2,21,72.5
474,2,21,72.4
475,2,21.6,72.9
476,2,21,72.6
477,2,21,73
478,2,21.1,73.1
479,2,21.1,73
480,2,21.2,73.2
481,2,21.4,73.2
482,2,21.2,72.8
483,2,21.3,72.7
484,2,21.3,72.7
485,2,21.3,72.8
486,2,21.3,72.5
487,2,21.4,72.8
488,2,21.3,72.5
489,2,21.3,72.5
490,2,21.2,72.9
491,2,21.2,72.6
492,2,21.2,73
493,2,21.2,73.3
494,2,21.2,73.2
495,2,21.2,73.2
496,2,21.2,73
497,2,21.2,73.4
498,2,21.2,73.5
499,2,21.2,73.8
500,2,21.2,73.7
501,2,21.1,73.6
502,2,21.1,73.7
503,2,21.1,73.9
504,2,21.1,73.8
505,2,20.4,73.7
506,2,21,74.6
507,2,20.9,74.9
508,2,20.9,75.2
509,2,20,74.7
510,2,20.9,75.5
511,2,20.8,75.7
512,2,20.8,76.2
513,2,21.2,76.7
514,2,20.7,76.6
515,2,20.8,76.9
516,2,21.1,77.1
517,2,20.7,76.9
518,2,20.1,76.5
519,2,20.7,77
520,2,20.7,76.9
521,2,20.7,76.6
522,2,20.8,76.3
523,2,20.9,76.1
524,2,20.9,75.9
525,2,20.9,75.3
526,2,20.9,74.9
527,2,20.9,75.2
528,2,20.9,75
529,2,20.9,75.2
530,2,21,75.2
531,2,21,75.6
532,2,21.1,75.2
533,2,20.6,74.8
534,2,20.9,75.2
535,2,21.1,75.3
536,2,21.8,75.6
537,2,21.1,75
538,2,21.1,75.2
539,2,21.7,75.3
540,2,21.1,74.6
541,2,21.1,74.5
542,2,20.5,74.3
543,2,21.1,74.9
544,2,21.1,74.8
545,2,21.1,74.7
546,2,21.2,74.8
547,2,21.2,74.7
548,2,20.9,74.7
549,2,21.1,75
550,2,21.2,74.9
551,2,21.2,75
552,2,21.1,75.2
553,2,21.1,75.3
554,2,21.1,75.2
555,2,21.1,75.2
556,2,21.2,75.8
557,2,21.1,75.9
558,2,21.1,75.9
559,2,21,75.9
560,2,21,76
561,2,21.3,76
562,2,21,75.6
563,2,21,75.7
564,2,20.9,75.8
565,2,21,75.9
566,2,21.5,76.2
567,2,20.9,75.8
568,2,21,75.5
569,2,21,75.4
570,2,21,75.3
571,2,21.4,75.5
572,2,21,75.2
573,2,20.3,74.9
574,2,21,75.2
575,2,21,75.2
576,2,21,75.5
577,2,21,75.5
578,2,21,75.5
579,2,21.4,74.9
580,2,21,75.4
581,1,21,75
582,1,21.3,74.9
583,1,21.1,74.4
584,1,21,74.8
585,1,21.8,75.2
586,1,21.1,74.6
587,1,20.8,74.4
588,1,21.1,74.6
589,1,21.1,74.5
590,1,21.1,74.1
591,1,21.1,73.9
592,1,21.1,73.7
593,1,21.1,74
594,1,21.2,73.6
595,1,21.2,73.3
596,1,21.1,72.8
597,1,21.1,73.7
598,1,21.4,74
599,1,21.2,73.9
600,1,21.1,73.6
601,1,21.1,73.8
602,1,21.2,73.7
603,1,21.2,73.7
604,1,21.2,73.6
605,1,21.2,73.6
606,1,21.2,73.5
607,1,21.2,73.4
608,1,21.3,73.4
609,1,21.2,73.3
610,1,21.2,73.5
611,1,21.2,73.4
612,1,21.2,73.3
613,1,21.3,73.2
614,1,21.4,73.2
615,1,21.2,73
616,1,21.5,73.2
617,1,21.3,73.1
618,1,21.2,73.3
619,1,21.2,73.5
620,1,21.2,73.3
621,1,21.9,73.8
622,1,20.2,72.8
623,1,21.1,72.7
624,1,21.1,73.5
625,1,21.1,73.5
626,1,20.1,72.7
627,1,21.1,73.4
628,1,21.1,73.5
629,1,21.5,73.7
630,1,21.1,73.2
631,1,21.1,73.3
632,1,21.1,72.7
633,1,21.1,73.2
634,1,21.1,72.9
635,1,21.1,73
636,1,21.1,73
637,1,20.9,72.7
638,1,21.1,72.9
639,1,21.3,72.8
640,1,21.2,72.6
641,1,21.2,72.3
642,1,21.2,72.7
643,1,21.2,72.4
644,1,21.2,72.5
645,1,21.2,72.6
646,1,21.2,72.3
647,1,21.2,72.4
648,1,21.2,72.6
649,1,21.3,72
650,1,20.4,71.8
651,1,21.3,72.4
652,1,21.3,72.4
653,1,21.3,72.7
654,1,21.3,72.1
655,1,21.3,72.2
656,1,21.3,72.2
657,1,21.3,72.2
658,1,21.3,72.2
659,1,21.3,72.2
660,1,21.3,72.2
661,1,21.3,72.1
662,1,20.9,71.6
663,1,21.2,72.1
664,1,21.3,72.2
665,1,21.2,71.2
666,1,21.2,70.8
667,1,21.2,72
668,1,21.3,71.9
669,1,21.3,71.8
670,1,21.3,71.7
671,1,21.3,71.8
672,1,21.6,72.1
673,1,21.3,71.9
674,1,22.1,72.4
675,1,21.3,71.1
676,1,21.4,71.8
677,1,21.2,71.4
678,1,21.5,71.4
679,1,21.5,71.2
680,1,21.4,71
681,1,21.4,71.4
682,1,21.3,71.5
683,1,21.4,70.7
684,1,21.4,71.4
685,1,21.3,71.4
686,1,21.4,71
687,1,21.3,69.7
688,1,21.3,69.3
689,1,21.5,68.8
690,1,21.4,70.3
691,1,21.4,68.5
692,1,21.3,68.3
693,1,21.4,69.7
694,1,21.8,70.3
695,1,21.4,68.8
696,1,21.4,68.4
697,1,21.4,70.1
698,1,21.7,70.4
699,1,21.2,68
700,1,21.4,70.5
701,1,21.4,69.2
702,1,21.4,70.2
703,1,21.4,70.5
704,1,21.5,69.1
705,1,21.6,70.4
706,1,21.5,69.8
707,1,21.5,67.5
708,1,21.7,70.1
709,1,21.7,70.2
710,1,21.5,69.7
711,1,21.4,69.8
712,1,21.4,68.5
713,1,21.3,68
714,1,21.3,68.9
715,1,21.3,69.6
716,1,21.3,71
717,1,21.3,71.5
718,1,21.3,71.1
719,1,21.3,71.5
720,1,21.3,71.2
721,1,21.3,71.3
722,1,21.1,71.2
723,1,21.4,71.2
724,1,21.4,71.1
725,1,21.4,69.9
726,1,21.4,71
727,1,21.4,69.2
728,1,21.4,69.9
729,1,21.4,71
730,1,21.3,71.1
731,1,21.3,70
732,1,21.4,70.7
733,1,21.4,70.2
734,1,21.4,70.8
735,1,21.4,70.3
736,1,21.3,70.8
737,1,21.3,70.7
738,1,21.4,71.2
739,1,21.3,70.7
740,1,21.3,69.5
741,1,21.3,70.2
742,1,21.3,69.5
743,1,21.3,70.2
744,1,21.3,69.6
745,1,21.3,70.8
746,1,21.3,70.3
747,1,21.3,69.2
748,1,21.3,70.7
749,1,21.3,70.9
750,1,21.4,71.7
751,1,21.4,71
752,1,21.4,71
753,1,21.3,70.9
754,1,21.4,71
755,1,21.4,71
756,1,21.3,70
757,1,21.3,70.7
758,1,21.4,71
759,1,21.4,71
760,1,21.3,70.9
761,1,21.3,70.9
762,1,21.4,71
763,1,21.4,71
764,1,21.3,70.9
765,1,21.3,70.9
766,1,21.4,70.8
767,1,21.3,70.5
768,1,21.3,69
769,1,21.1,70.5
770,1,21.3,70.4
771,1,21.6,71
772,1,21.3,70.6
773,1,21.3,70.2
774,1,21.4,70.8
775,1,21.3,71.2
776,1,21.3,71.4
777,1,21.6,70.8
778,1,21.6,71.8
779,1,21.3,71.6
780,1,21.3,71.3
781,1,21.3,71.6
782,0,21.3,71.3
783,0,21.3,71.8
784,0,21.4,71.8
785,0,21.3,71.8
786,0,21.3,71.8
787,0,21.2,71.7
788,0,21.3,71.4
789,0,21.6,71.4
790,0,21.3,69.6
791,1,21.1,68.7
792,1,20.4,56.9
793,1,19.6,54.7
794,1,19.3,55
795,0,19.3,57.9
796,0,19,58.7
797,0,19,61.2
798,0,19.5,69.7
799,0,19.8,71.3
800,0,19.9,76.2
801,0,20,76.2
802,0,20.1,77.7
803,0,20.2,77.8
804,0,20.2,77.3
805,0,20.3,79.4
806,0,20.3,79.2
807,0,20.4,79.9
808,0,20.4,80.4
809,0,20.2,80.7
810,0,20.5,80.4
811,0,20.6,80.7
812,0,20.6,81.3
813,0,20.6,80
814,0,20.6,79.5
815,0,20.6,79.1
816,0,20.7,79.2
817,0,20.7,81.2
818,0,20.7,80
819,0,20.8,80.8
820,0,20.7,78.3
821,0,20.6,77.9
822,0,20.8,78.9
823,0,20.7,73
824,0,20.8,74.6
825,0,20.8,75.2
826,0,20.7,76.3
827,0,20.7,75.7
828,0,21,76.3
829,0,20.7,75
830,0,20.9,75.6
831,0,20.7,75.2
832,0,20.7,74.9
833,0,20.7,75
834,0,20.7,75
835,0,20.7,74.9
836,0,20.7,74.8
837,0,20.7,74.6
838,0,20.8,74.7
839,0,20.9,74.9
840,0,20.7,75.2
841,0,20.7,74.5
842,0,20.8,74.2
843,0,20.9,73.9
844,0,20.8,73.6
845,0,20.8,73.6
846,0,20.9,73.4
847,0,20.8,73
848,0,20.9,72.5
849,0,20.9,72.6
850,0,20.9,72.4
851,0,21,72.3
852,0,20.9,72.3
853,0,20.8,71.9
854,0,20.9,71.9
855,0,20.9,71.7
856,0,20.9,71.5
857,0,20.8,71.1
858,0,20.9,71.5
859,0,20.9,71.2
860,0,20.9,71
861,0,20.9,71.2
862,0,21.1,71.2
863,0,20.8,70.9
864,0,20.8,72
865,0,20.9,71.2
866,0,20.9,71.1
867,0,20.8,71.1
868,0,21.2,71.1
869,0,20.9,71
870,0,20.9,70.9
871,0,20.9,70.6
872,0,21.1,70.7
873,0,21.2,70.6
874,0,20.9,71.1
875,0,20.9,70.3
876,0,20.8,70.3
877,0,20.9,70.3
878,0,20.9,70.2
879,0,20.9,70.2
880,0,20.9,70
881,0,20.9,70
882,0,20.9,69.9
883,0,20.9,69.6
884,0,20.9,69.7
885,0,20.9,69.9
886,0,20.9,69.8
887,0,20.9,69.7
888,0,20.9,69.8
889,0,20.9,69.7
890,0,20.9,69.6
891,0,20.9,69.6
892,0,20.9,69.4
893,0,20.9,69.5
894,0,21,69.3
895,0,21,69.3
896,0,21,69.1
897,0,20.9,69.2
898,0,20.9,69.1
899,0,21,69
900,0,21.2,69
901,0,21,69
902,0,21,68.9
903,0,21,68.8
904,0,20.9,68.7
905,0,21,68.7
906,0,21.1,68.5
907,0,21,68.5
908,0,21,68.5
909,0,21,68.6
910,0,20.9,68.5
911,0,21.1,68.6
912,0,21,68.5
913,0,20.9,68.4
914,0,21,68.4
915,0,21,68.4
916,0,21,68.3
917,0,21,68.5
918,0,21,68.2
919,0,21.1,68.2
920,0,20.9,68
921,0,21,68
922,0,21.2,68.1
923,0,21,67.8
924,0,21,67.8
925,0,21,67.7
926,0,21,67.8
927,0,21,67.7
928,0,21,67.6
929,0,21,67.6
930,0,21.1,67.6
931,0,21,67.5
932,0,21,67.5
933,0,21,67.4
934,0,21,67.3
935,0,21,67.4
936,0,20.7,67.2
937,0,21,67.3
938,0,21,66.5
939,0,21,66.9
940,0,21,67.6
941,0,21,68
942,0,21.1,69
943,0,21.2,68.6
944,0,21.3,68.2
945,0,21.4,67.8
946,0,21.5,67.6
947,0,21.6,67.3
948,0,21.6,66.8
949,0,21.7,66.7
950,0,21.6,66.6
951,0,21.8,66.6
952,0,21.9,66.1
953,0,21.9,65.6
954,0,22.1,65.6
955,0,22,64.9
956,0,22.2,65.9
957,0,21.9,65.8
958,0,22.1,65.6
959,0,22.1,65.7
960,0,22.2,66
961,0,22.1,65.7
962,0,22.2,64.8
963,1,22.2,64.9
964,1,22.2,64.9
965,1,22.1,64.2
966,1,22.2,63.1
967,1,22.1,63.5
968,1,22.2,61.2
969,1,22.1,60.9
970,1,22.1,63.1
971,1,22.2,63.5
972,1,22.3,63.6
973,1,22.3,63.6
974,1,22.3,64
975,1,22.3,64
976,1,22.3,64.2
977,1,22.3,64.5
978,1,22.3,64.6
979,1,22.3,64.6
980,1,22.3,64.7
981,1,22.4,64.8
982,1,22.4,64.8
983,1,22.2,55
984,1,21.6,61.7
985,1,21.8,62.2
986,1,21.9,64.3
987,1,22.1,64.3
988,1,22.1,63.6
989,1,22.1,63.1
990,1,22.1,63.1
991,1,22.1,62.8
992,1,22.1,62.5
993,1,21.5,58.6
994,1,21.1,48
995,1,20.4,53.7
996,1,19.7,52.2
997,1,19.2,48.4
998,1,19.4,54.9
999,1,19.1,49.5
1000,1,18.4,50.6
1001,1,18.2,46.6
1002,1,18.3,53.1
1003,1,19.1,56.9
1004,1,19.6,57.5
1005,1,19.9,58.1
1006,1,20.1,59.6
1007,1,20.3,60.1
1008,1,20.3,60.5
1009,1,20.5,61
1010,1,20.5,61.5
1011,1,20.5,61.9
1012,1,20.6,62.4
1013,1,20.6,62.8
1014,1,20.6,63.3
1015,1,20.6,63.7
1016,1,20.6,64.2
1017,1,20.6,64.8
1018,1,20.6,65.1
1019,1,20.6,65.7
1020,1,20.6,66.1
1021,1,20.6,66.8
1022,1,20.1,65.8
1023,1,20.3,67.4
1024,1,20.4,67
1025,1,20.4,67.2
1026,1,20.5,67.3
1027,1,20.5,67.8
1028,1,20.5,68.2
1029,1,19.8,51.9
1030,1,18.4,48.3
1031,1,18,48.5
1032,1,18.5,69.5
1033,1,19.1,68.4
1034,1,19.5,65.5
1035,1,19.7,65.2
1036,1,19.8,65.4
1037,1,19.8,64.8
1038,1,19.9,65.2
1039,1,19.9,65.3
1040,1,19.9,65.7
1041,1,19.9,65.5
1042,1,20,66.7
1043,1,20,66.7
1044,1,20,67
1045,1,19.9,67.3
1046,1,20,67.8
1047,1,20,68.1
1048,1,20,68.2
1049,1,20,68.2
1050,1,20.1,68.8
1051,1,20,68.9
1052,1,20,69.2
1053,1,20.1,69.7
1054,1,20,69.5
1055,1,20,70.5
1056,1,20.1,70.6
1057,1,20,70.7
1058,1,20,70.7
1059,1,20,71
1060,1,20,71
1061,1,20,71
1062,1,20,71.1
1063,1,20,71.2
1064,1,19.9,71.3
1065,1,19.9,71.5
1066,1,20,71.5
1067,1,19.9,71.6
1068,1,20,71.5
1069,1,19.9,71.6
1070,1,19.9,71.7
1071,1,19.9,71.9
1072,1,19.9,71.8
1073,1,19.9,72.1
1074,1,20,72.1
1075,1,19.9,72.1
1076,1,19.8,72.1
1077,1,19.9,72.4
1078,1,19.8,72.3
1079,1,19.9,73.3
1080,1,19.9,73.1
1081,1,19.9,73.1
1082,1,19.8,73
1083,1,19.8,73
1084,1,19.8,73.6
1085,1,19.8,74.5
1086,1,19.7,73.5
1087,1,19.8,74.1
1088,1,19.8,74.1
1089,1,19.8,74.3
1090,1,19.8,74.3
1091,1,19.7,74.2
1092,1,19.8,74.3
1093,1,19.8,74.6
1094,1,19.8,74.3
1095,1,19.8,74.3
1096,1,19.7,74.5
1097,1,19.8,74.5
1098,1,19.8,74.5
1099,1,19.7,74.3
1100,1,19.8,74.6
1101,1,19.7,75.3
1102,1,19.7,74.7
1103,1,19.7,74.9
1104,1,19.7,75
1105,1,19.8,75.2
1106,1,19.7,75.1
1107,1,19.7,75.3
1108,1,19.7,75.3
1109,1,19.7,75.6
1110,1,19.7,75.9
1111,1,19.7,76.6
1112,1,19.7,76.9
1113,1,19.7,76.8
1114,1,19.7,76.6
1115,1,19.7,76.5
1116,1,19.7,76.6
1117,1,19.7,76.6
1118,1,19.7,76.6
1119,1,19.7,76.6
1120,1,19.7,76.6
1121,1,19.7,77.4
1122,1,19.7,77.2
1123,1,19.7,77
1124,1,19.7,77
1125,1,19.7,77
1126,1,19.7,77
1127,1,19.7,77.1
1128,1,19.7,77.3
1129,1,19.6,77
1130,1,19.7,77.9
1131,1,19.7,77.2
1132,2,19.7,77.2
1133,2,19.7,77.2
1134,2,19.5,77
1135,2,19.7,77
1136,2,19.7,77
1137,2,19.7,77
1138,2,19.7,77
1139,2,19.5,76.9
1140,2,19.6,77
1141,2,19.7,77.1
1142,2,19.7,77
1143,2,19.6,76.9
1144,2,19.6,77.5
1145,2,19.7,77.2
1146,2,19.7,77.3
1147,2,19.7,77.6
1148,2,19.9,78.5
1149,2,19.8,79
1150,2,19.9,78.5
1151,2,19.9,77.9
1152,2,20,77.8
1153,2,20,77.5
1154,2,20.2,77
1155,2,20,76.5
1156,2,20.2,76.5
1157,2,20.2,76.2
1158,2,20.3,75.8
1159,2,20.3,75.8
1160,2,20.3,76
1161,2,20.1,75.7
1162,2,20.2,75.5
1163,2,20.2,75.5
1164,2,20.2,75.7
1165,2,20.3,75.9
1166,2,20.3,75.8
1167,2,20.3,75.7
1168,2,20.3,76
1169,2,20.5,76
1170,2,20.2,75.8
1171,2,20.3,75.7
1172,2,20.3,75.8
1173,2,20.3,75.7
1174,2,20.3,75.6
1175,2,20.4,76
1176,2,20.3,75.9
1177,2,20.3,76.1
1178,2,20.2,76
1179,2,20.2,76.6
1180,2,20.4,77.1
1181,2,20.2,77.3
1182,2,20.2,77.6
1183,2,20.1,77.7
1184,2,20.2,78.1
1185,2,20.1,78.1
1186,2,20.1,78.3
1187,2,20.1,78.4
1188,2,20.1,79.1
