raw_data_id,Personen imRaum:,Temperature:,Humidity:
1189,2,20.1,79.5
1190,2,20.1,79.5
1191,2,20.1,79.5
1192,2,20.1,80.5
1193,2,20.2,79.8
1194,2,20.1,79.7
1195,2,20.1,79.9
1196,2,20.1,79.7
1197,2,20.1,79.8
1198,2,20.1,79.2
1199,2,20.1,80.2
1200,2,20.1,80.1
1201,2,19.9,79.8
1202,2,20,80.1
1203,2,20,80.1
1204,2,20,80.4
1205,2,20,80.5
1206,2,20.1,80.3
1207,2,20,80.2
1208,2,20,80.2
1209,2,20,80.2
1210,2,20,80.3
1211,2,20,80.4
1212,2,20,80.5
1213,2,20,80.5
1214,2,20,80.4
1215,2,20,80.5
1216,2,19.8,80.4
1217,2,20,80.6
1218,2,20,80.7
1219,2,20,81.2
1220,2,20,81.2
1221,2,20.1,81.1
1222,2,20,81
1223,2,20,81.1
1224,2,20,81.1
1225,2,20.1,81
1226,2,20,81.1
1227,2,19.8,81
1228,2,20,81.1
1229,2,20,81
1230,2,19.9,80.8
1231,2,20.1,81.2
1232,2,20,81.2
1233,2,20.1,81.2
1234,2,20,81.2
1235,2,20,81.3
1236,2,20,81.3
1237,2,20,81.4
1238,2,20,81.2
1239,2,20,81.4
1240,2,20,82
1241,2,20,82.1
1242,2,20,82
1243,2,20.1,81.8
1244,0,20,72.5
1245,0,20.2,73.1
1246,0,20.2,74.2
1247,0,20.2,76
1248,0,20.1,75.3
1249,0,20,75.1
1250,0,20,74.1
1251,0,19.9,72.9
1252,0,19.8,72.5
1253,0,19.9,71.5
1254,0,19.8,70.9
1255,0,20.1,71.2
1256,0,19.8,70.5
1257,0,19.8,69.4
1258,0,19.8,69.5
1259,0,19.8,69.6
1260,0,18.9,49
1261,0,18.6,65.4
1262,0,18.9,68.7
1263,0,19.3,67
1264,0,19.7,67
1265,0,19.4,66.2
1266,0,19.5,66.3
1267,0,19.5,66.4
1268,0,19.5,66.3
1269,0,19.5,66.6
1270,0,19.5,66.5
1271,0,19.5,66.5
1272,0,19.5,66.4
1273,0,19.5,66.5
1274,0,19.6,68.3
1275,0,19.6,68.7
1276,0,19.5,68.6
1277,0,19.5,68.6
1278,0,19.6,68.6
1279,0,19.5,68.7
1280,1,19.5,68.5
1281,1,19.5,68.3
1282,1,19.5,68.3
1283,1,19.5,68.4
1284,1,19.5,68.3
1285,1,19.5,68.2
1286,1,19.5,68
1287,1,19.5,67.8
1288,1,19.5,67.7
1289,1,19.5,67.4
1290,1,19.1,55.5
1291,1,18.6,54.7
1292,1,18.3,49
1293,1,18.3,57.4
1294,1,18.5,68
1295,1,18.7,63.9
1296,1,18.9,64.8
1297,1,19,62.9
1298,1,19.1,65.8
1299,1,19.3,66.2
1300,1,19.4,67.2
1301,1,19.5,66.7
1302,1,19.5,66.3
1303,1,19.6,67.5
1304,1,19.6,66.6
1305,1,19.6,66.7
1306,1,19.4,67.2
1307,1,19.6,66.7
1308,1,19.7,67.5
1309,1,19.7,67.1
1310,1,19.7,67.1
1311,1,19.7,67.7
1312,1,19.7,67
1313,1,19.7,67
1314,1,19.7,67.2
1315,1,19.7,67.9
1316,1,19.7,68.4
1317,1,19.6,68.6
1318,1,19.6,68.7
1319,1,19.6,68.7
1320,1,19.6,68.9
1321,1,19.6,69
1322,1,19.6,69.1
1323,1,19.6,69.6
1324,1,19.6,69.5
1325,1,19.6,69.9
1326,1,19.6,70.3
1327,1,19.6,70.3
1328,1,19.6,70.3
1329,1,19.6,70.5
1330,1,19.4,70.3
1331,1,19.5,70.4
1332,1,19.5,70.6
1333,1,19.5,70.6
1334,1,19.5,70.6
1335,1,19.4,70.6
1336,1,19.5,70.7
1337,1,19.4,70.6
1338,1,19.4,70.7
1339,1,19.4,70.7
1340,1,19.4,70.9
1341,1,19.4,70.7
1342,1,19.6,71
1343,1,19.3,70.9
1344,1,19.4,71
1345,1,19.3,70.6
1346,1,19.3,71
1347,1,19.4,71.2
1348,1,19.3,71
1349,1,19.3,71.3
1350,1,19.3,71.5
1351,1,19.3,71.7
1352,1,19.3,73.2
1353,1,19.3,73.2
1354,1,19.3,73.3
1355,1,19.3,73
1356,1,19.3,73.9
1357,1,19.5,72.3
1358,1,19.5,73
1359,1,19.4,73.2
1360,1,19.5,73.5
1361,1,19.5,73.6
1362,1,19.5,73.2
1363,1,19.5,73.2
1364,1,19.4,73.3
1365,1,19.5,73.3
1366,1,19.5,73.2
1367,1,19.5,73.1
1368,1,19.7,73.2
1369,1,19.5,73.3
1370,1,19.6,73.1
1371,1,19.6,73
1372,1,19.5,72.9
1373,1,19.6,72.7
1374,1,19.6,72.7
1375,1,19.6,72.7
1376,1,19.4,72.6
1377,1,19.6,72.6
1378,1,19.5,72.6
1379,1,19.5,72.7
1380,1,19.5,72.7
1381,1,19.5,72.6
1382,1,19.5,72.9
1383,1,19.5,72.9
1384,1,19.5,72.7
1385,1,19.6,72.9
1386,1,19.5,72.9
1387,1,19.5,72.9
1388,1,19.5,73
1389,1,19.4,73
1390,1,19.3,73.2
1391,1,19.5,73
1392,1,19.4,73.2
1393,1,19.4,73.3
1394,1,19.4,73.3
1395,1,19.5,73.3
1396,1,19.4,74
1397,1,19.4,73.9
1398,1,19.4,74.1
1399,1,19.2,74
1400,1,19.5,74.3
1401,1,19.3,74.2
1402,1,19.4,74.1
1403,1,19.1,74.1
1404,1,19.3,74
1405,1,19.3,74.2
1406,1,19.2,75
1407,1,19.3,74.4
1408,1,19.3,74.8
1409,1,19.3,74.7
1410,1,19.2,74.8
1411,1,19.3,74.6
1412,1,19.3,75
1413,1,19.3,75.2
1414,1,19.5,74.7
1415,1,19.3,74.5
1416,1,19.3,74.2
1417,1,19.4,74
1418,1,19.3,74.3
1419,1,19.6,74.6
1420,1,19.4,74.5
1421,1,19.4,74.6
1422,1,19.4,74.6
1423,1,19.3,74.3
1424,1,19.4,74.5
1425,1,19.3,74.5
1426,1,19.4,74.4
1427,1,19.4,74.3
1428,1,19.4,74.2
1429,1,19.3,74.2
1430,1,19.3,74
1431,1,19.3,74.3
1432,1,19.3,74.3
1433,1,19.3,74.3
1434,1,19.2,74
1435,1,19.3,74.3
1436,1,19.3,74.3
1437,1,19.2,74.1
1438,1,19.3,74.4
1439,1,19.2,74.2
1440,1,19.2,74.1
1441,1,19.2,74.2
1442,2,19.2,74.7
1443,2,19.2,75
1444,2,19.2,75
1445,2,19.2,75.2
1446,2,19.2,75.8
1447,2,19.2,75.7
1448,2,19.3,75.7
1449,2,19.2,75.6
1450,2,19.2,76
1451,2,19.2,76.1
1452,2,19.2,76.5
1453,2,19.2,76.6
1454,2,19.1,76.3
1455,2,19.1,76.5
1456,2,19.1,76.7
1457,2,19.1,76.7
1458,2,19.1,76.7
1459,2,19.1,76.8
1460,2,19.1,77.2
1461,2,19.1,77.4
1462,2,19.2,77.6
1463,2,19.1,77.7
1464,2,19.2,77.6
1465,2,19.2,77.7
1466,2,19.2,77.7
1467,2,19.3,77.7
1468,2,19.3,78.5
1469,2,19.5,77.9
1470,2,19.2,77.8
1471,2,19.4,77.9
1472,2,19.3,77.8
1473,2,19.3,77.7
1474,2,19.3,77.9
1475,2,19.3,78.7
1476,2,19.4,77.6
1477,2,19.3,77.5
1478,2,19.3,77.5
1479,2,19.3,77.4
1480,2,19.3,77.5
1481,2,19.4,77.6
1482,2,19.3,77.5
1483,2,19.3,77.6
1484,2,19.3,77.8
1485,2,19.3,77.7
1486,2,19.3,77.7
1487,2,19.2,77.7
1488,2,19.3,78
1489,2,19.3,78.5
1490,2,19.1,78.2
1491,2,19.3,78.6
1492,2,19.3,79.2
1493,2,19.3,78.8
1494,2,19.2,78.7
1495,2,19.3,78.3
1496,2,19.3,78.7
1497,2,19.1,78.4
1498,2,19.3,78.7
1499,2,19.2,78.8
1500,2,19.3,79.3
1501,2,19.2,79
1502,2,19.2,78.8
1503,2,19,79
1504,2,19.2,79.5
1505,2,19.2,79.4
1506,2,19.2,79.5
1507,2,19.1,79.4
1508,2,19.1,79.2
1509,2,19.1,79.4
1510,2,19.2,79.4
1511,2,19.1,79.4
1512,2,19.1,79.4
1513,2,19.2,79.7
1514,2,19.1,79.7
1515,2,19.2,79.6
1516,2,19.2,79.8
1517,2,19.2,79.4
1518,2,19.2,79.5
1519,2,19.2,79.3
1520,2,19.3,79.6
1521,2,19.3,79.5
1522,2,19.3,79.3
1523,2,19.3,80.2
1524,2,19.3,79.5
1525,2,19.3,79.5
1526,2,19.3,79.6
1527,2,19.3,79.6
1528,2,19.2,79.4
1529,2,19.3,79.6
1530,2,19.3,79.5
1531,2,19.3,79.4
1532,2,19.2,79.4
1533,2,19.3,79.4
1534,2,19.3,79.7
1535,2,19.1,79.6
1536,2,19.3,79.6
1537,2,19.2,79.8
1538,2,19.2,79.8
1539,2,19.2,79.7
1540,2,19.2,79.8
1541,2,19.1,79.9
1542,2,19.2,79.8
1543,2,19.2,79.8
1544,2,19.2,80
1545,2,19.1,79.8
1546,2,19.2,79.7
1547,2,19.2,79.4
1548,2,19.2,79.8
1549,2,19.1,79.7
1550,2,19.1,79.8
1551,2,19.1,80.4
1552,2,19.1,80.1
1553,2,19.1,80.2
1554,2,19.1,80.2
1555,2,19.1,80.5
1556,2,19.1,80.3
1557,2,19.1,80.1
1558,2,19.1,80
1559,2,19.1,80
1560,2,19.1,80.4
1561,2,19.1,80.1
1562,2,19.1,79.7
1563,2,19.1,80.4
1564,2,19.1,80.4
1565,2,19.1,81.5
1566,2,19.4,80.8
1567,2,19.1,80.6
1568,2,19.2,80.8
1569,2,19.1,80.7
1570,2,19.1,80.7
1571,2,19.2,80.7
1572,2,19.2,80.5
1573,2,19.3,80.6
1574,2,19.3,80.9
1575,1,19.3,81.5
1576,1,19.3,80.5
1577,1,19.3,80.1
1578,1,19.3,79.8
1579,1,19.3,78.5
1580,1,19.3,78.2
1581,1,19.4,77.6
1582,1,19.3,77.5
1583,1,19.3,77.7
1584,1,19.3,77.6
1585,1,19.4,77.3
1586,1,19.4,77.2
1587,1,19.4,77.3
1588,1,19.3,77.4
1589,1,19.3,77.5
1590,1,19.2,77.6
1591,1,19.3,77.4
1592,1,19.1,77.6
1593,1,19.2,77.8
1594,1,19.2,77.8
1595,1,19.2,77.5
1596,1,19.4,77.2
1597,1,19.2,78
1598,1,19.3,78.5
1599,1,19.5,78.5
1600,1,19.6,78.2
1601,1,19.8,77.4
1602,1,20,76.8
1603,1,20.2,76
1604,1,20.3,75.7
1605,1,20.4,74.9
1606,1,20.6,75.1
1607,1,20.6,74.1
1608,1,20.7,73.6
1609,1,20.8,73.1
1610,1,20.8,72.9
1611,1,20.9,72.7
1612,1,20.9,72.4
1613,1,21,72.1
1614,1,21,71.8
1615,1,21,71.7
1616,1,21.1,71.5
1617,1,21,71.1
1618,1,21,70.9
1619,1,21.1,70.7
1620,1,21,70.6
1621,1,21,70.4
1622,1,21,70.5
1623,1,21,70.3
1624,1,21,71.2
1625,1,21,70.4
1626,1,20.9,70.4
1627,1,20.8,70.3
1628,1,20.9,70.3
1629,1,20.8,70.6
1630,1,20.8,70.6
1631,1,20.6,70.4
1632,1,20.8,70.9
1633,1,20.7,70.6
1634,1,20.6,70.6
1635,1,20.6,70.7
1636,1,20.6,70.8
1637,1,20.6,71.1
1638,1,20.6,71.2
1639,1,20.6,71
1640,1,20.7,71.3
1641,1,20.7,71.3
1642,1,20.6,71.2
1643,1,20.8,71.4
1644,1,20.8,71.5
1645,1,20.9,71.1
1646,1,20.9,71
1647,1,21,70.9
1648,1,21,70.6
1649,1,21,70.4
1650,1,21.1,70.1
1651,1,21.1,70
1652,1,21.2,69.9
1653,1,21.2,70.5
1654,1,21.2,69.5
1655,1,21.2,69.3
1656,1,21.3,69
1657,1,21.3,68.9
1658,1,21.2,68.6
1659,1,21.3,68.7
1660,1,21.2,68.5
1661,1,21.3,68.5
1662,1,21.2,68.3
1663,1,21.3,68.3
1664,1,21.3,68.3
1665,1,21.2,68.3
1666,1,21.2,68.3
1667,1,21.1,68.1
1668,1,21.1,67.8
1669,1,21.1,68.3
1670,1,21.1,68
1671,1,21,68
1672,1,21,67.7
1673,1,21,68.3
1674,1,21,68.6
1675,1,21,68.5
1676,1,21,68.3
1677,1,21,68.6
1678,1,21,68.9
1679,1,20.9,68.8
1680,1,21,69
1681,1,21.1,69
1682,1,21,69
1683,1,21.1,69.1
1684,1,21.1,68.8
1685,1,21.2,69
1686,1,21.2,68.9
1687,1,21.2,69
1688,1,21.1,68.9
1689,1,21.3,68.6
1690,1,21.3,68.4
1691,1,21.3,68.1
1692,1,21.4,67.9
1693,1,21.4,67.6
1694,1,21.4,67.5
1695,1,21.4,67.4
1696,1,21.4,67.6
1697,1,21.3,67.6
1698,1,21.4,67.5
1699,1,21.3,67.5
1700,1,21.2,67.3
1701,1,21.4,67.4
1702,1,21.4,67.2
1703,1,21.3,67.2
1704,1,21.3,67.1
1705,1,21.2,67.3
1706,1,21.2,67.2
1707,1,21.2,67.2
1708,1,21.2,67.3
1709,1,21.2,67.6
1710,1,21.1,67.5
1711,1,21.1,67.5
1712,1,21.1,67.2
1713,1,21.1,67.3
1714,1,21.1,67.5
1715,1,21,67.8
1716,1,21,68.3
1717,1,21,68.2
1718,1,21,68.2
1719,1,20.9,68.2
1720,1,21.1,68.3
1721,1,21.2,68.4
1722,1,21.1,68.2
1723,1,21.1,68.4
1724,1,21.2,68.4
1725,1,21.1,68.6
1726,1,21.2,68.1
1727,1,21.2,67.9
1728,1,21.2,67.9
1729,1,21.3,67.7
1730,1,21.2,67.3
1731,1,21.3,67.5
1732,1,21.4,67.4
1733,1,21.4,67.2
1734,1,21.2,67.1
1735,1,21.4,67.2
1736,1,21.4,66.9
1737,1,21.4,66.8
1738,1,21.4,66.8
1739,1,21.4,66.8
1740,1,21.4,66.8
1741,1,21.4,66.7
1742,1,21.4,66.8
1743,1,21.4,66.6
1744,1,21.3,66.6
1745,1,21.3,66.7
1746,1,21.4,66.7
1747,1,21.3,66.5
1748,1,21.4,66.2
1749,1,21.3,66.2
1750,1,21.3,66.4
1751,1,21.3,66.3
1752,0,21.2,66.5
1753,0,21.1,66.8
1754,0,21.2,66.9
1755,0,21.2,66.6
1756,0,21.1,65.9
1757,0,21.1,63.5
1758,0,21,64
1759,0,21,64.3
1760,0,21,64
1761,0,21,64.3
1762,0,21,63.4
1763,0,20.3,52.2
1764,0,19.8,47
1765,0,19.2,45.2
1766,0,18.9,40.4
1767,0,18.8,45.1
1768,0,18.5,40.5
1769,0,18.7,46.3
1770,0,18.8,45.6
1771,0,18.4,42.1
1772,1,18.7,55.6
1773,1,19,55.1
1774,0,19.3,55.4
1775,0,19.5,55.7
1776,0,19.8,56.8
1777,0,20,56.8
1778,0,20.1,56.4
1779,0,20.2,56.4
1780,0,20.3,56.5
1781,0,20.4,57.2
1782,0,20.4,56.6
1783,0,20.4,56.7
1784,0,20.4,56.6
1785,0,20.6,56.5
1786,0,20.6,56.7
1787,0,20.6,56.5
1788,0,20.5,56.5
1789,0,20.6,56.6
1790,0,20.7,56.9
1791,0,20.7,56.6
1792,0,20.7,56.7
1793,0,20.6,56.7
1794,0,20.7,57.2
1795,0,20.6,56.4
1796,0,20.6,56.5
1797,0,20.6,56.6
1798,0,20.5,56.4
1799,0,20.5,56.6
1800,0,20.5,56.7
1801,0,20.4,56.9
1802,0,20.4,56.9
1803,0,20.4,56.8
1804,0,20.4,57
1805,0,20.4,56.8
1806,0,20.3,56.8
1807,0,20.2,56.7
1808,0,20.2,56.9
1809,0,20.1,57.3
1810,0,20,57
1811,0,20,57.3
1812,0,19.8,57.1
1813,0,19.8,57.7
1814,0,19.7,57.6
1815,0,19.8,57.9
1816,0,19.8,58.4
1817,0,19.7,58.9
1818,0,19.7,59.3
1819,0,19.6,59.6
1820,0,19.6,59.9
1821,0,19.5,60.2
1822,0,19.5,60.5
1823,0,19.5,60.9
1824,0,19.5,61.1
1825,0,19.4,61.3
1826,0,19.4,61.5
1827,0,19.4,61.7
1828,0,19.3,61.7
1829,0,19.3,61.6
1830,0,19.3,61.6
1831,0,19.3,61.8
1832,0,19.3,62.3
1833,0,19.3,62.3
1834,0,19.3,62.6
1835,0,19.3,63
1836,0,19.3,62.8
1837,0,19.4,62.9
1838,0,19.5,62.7
1839,0,19.5,62.7
1840,0,19.5,62.3
1841,0,19.6,62
1842,0,19.6,62
1843,0,19.6,61.9
1844,0,19.5,61.9
1845,0,19.5,61.6
1846,0,19.5,61.5
1847,0,19.5,61.6
1848,0,19.5,61.6
1849,0,19.5,61.5
1850,0,19.4,61.5
1851,0,19.4,61.6
1852,0,19.4,61.6
1853,0,19.4,61.5
1854,0,19.4,61.7
1855,0,19.2,61.3
1856,0,19.3,61.7
1857,0,19.3,61.6
1858,0,19.2,61.8
1859,0,19.2,61.7
1860,0,19.2,61.9
1861,0,19.2,61.7
1862,0,19.1,62.1
1863,0,19.1,62.5
1864,0,18.9,62.4
1865,0,19.1,62.7
1866,0,19.1,63.7
1867,0,19,62.8
1868,0,19,62.7
1869,0,19,63
1870,0,18.9,62.7
1871,0,19,63.1
1872,0,18.8,62.7
1873,0,19,63.1
1874,0,19,63.4
1875,0,19,63.6
1876,0,19.1,63.9
1877,0,19.1,64.4
1878,0,19.1,64.2
1879,0,19.1,63.9
1880,0,19.2,63.8
1881,0,19.2,63.7
1882,0,19.3,63.9
1883,0,19.3,63.7
1884,0,19.3,64.3
1885,0,19.3,63.6
1886,0,19.3,63.4
1887,0,19.3,62.9
1888,0,19.3,62.7
1889,0,19.3,63
1890,0,19.3,63
1891,0,19.3,62.8
1892,0,19.3,62.9
1893,0,19.3,62.8
1894,0,19.2,63
1895,0,19.2,63
1896,0,19.2,62.6
1897,0,19.1,62.7
1898,0,19.2,62.7
1899,0,19.2,62.6
1900,0,19.2,62.6
1901,0,19.1,62.7
1902,0,19.1,63.9
1903,0,19.1,63.8
1904,0,19.1,63.4
1905,0,19,63.8
1906,0,19,64.1
1907,0,19,64.2
1908,0,19,64.5
1909,0,18.9,64.4
1910,0,18.9,64.5
1911,0,18.9,64.5
1912,0,18.9,64.8
1913,0,18.9,65
1914,0,19,64.9
1915,0,18.9,65
1916,0,19,65.2
1917,0,18.9,65.3
1918,0,18.9,65.4
1919,0,19,65.5
1920,0,19,65.5
1921,0,19,65.7
1922,0,19,65.6
1923,0,19.1,65.5
1924,0,19,65.5
1925,0,19,65.5
1926,0,19.1,65.4
1927,0,19.1,65.3
1928,0,19.1,65.1
1929,0,19.1,65
1930,0,19.1,65
1931,0,19.1,64.7
1932,0,19.1,64.8
1933,0,19.1,64.7
1934,0,19.1,64.8
1935,0,19.2,64.5
1936,0,19.2,64.5
1937,0,19.2,64.8
1938,0,19.2,64
1939,0,19.1,64
1940,0,19.2,64
1941,0,19.1,63.7
1942,0,19.1,63.7
1943,0,19.1,63.6
1944,0,19.2,64
1945,0,19.2,63.7
1946,0,19.2,63.9
1947,0,19.3,63.7
1948,0,19.2,63.6
1949,0,19.2,63.7
1950,0,19.2,63.5
1951,0,19.1,63.1
1952,0,19,63.8
1953,0,19,64
1954,0,19.1,64.3
1955,0,19,64.2
1956,0,19,64.6
1957,0,19,64.8
1958,0,19,65.1
1959,0,19,65.1
1960,0,18.9,65.2
1961,0,18.9,65.5
1962,0,18.9,65.7
1963,0,18.9,65.8
1964,0,19,65.7
1965,0,18.9,65.4
1966,0,18.9,65.2
1967,0,19,65.5
1968,0,18.9,65.1
1969,0,19.1,65.4
1970,0,19.1,65.4
1971,0,19.2,65.4
1972,0,19.2,65.1
1973,0,19.2,65.2
1974,0,19.2,65.1
1975,0,19.1,65
1976,0,19.3,65.1
1977,0,19.3,64.9
1978,0,19.4,64.6
1979,0,19.4,64.4
1980,0,19.4,64.2
1981,0,19.4,63.9
1982,0,19.4,63.6
1983,0,19.4,63.6
1984,0,19.5,63.7
1985,0,19.4,63.5
1986,0,19.4,63.2
1987,0,19.4,63.4
1988,0,19.3,63.6
1989,0,19.3,63.6
1990,0,19.3,63.9
1991,0,19.3,63.9
1992,0,19.3,64.9
1993,0,19.3,64.8
1994,0,19.2,65
1995,0,19.3,64.9
1996,0,19.2,64.9
1997,0,19.2,65.5
1998,0,19.2,65.5
1999,0,19.1,66
2000,0,19.2,65.8
2001,0,19.1,66.7
2002,0,19.1,66.7
2003,0,19.1,67.3
2004,0,19.1,67.6
2005,0,19.2,69.1
2006,0,19.2,70.5
2007,0,19.1,70.9
2008,0,19.2,71.6
2009,0,19.2,71.8
2010,0,19.2,72.6
2011,0,19.2,72.7
2012,0,19.4,73
2013,0,19.1,73.2
2014,0,19.2,73.5
2015,0,19.2,74.6
2016,0,19.2,73.9
2017,0,19.2,74.2
2018,0,19.1,74.5
2019,0,19.2,74.8
2020,0,19.2,74.7
2021,0,19.2,74.8
2022,0,19.2,75.1
2023,0,19.2,74.7
2024,0,19.1,74.6
2025,0,19.1,74.4
2026,0,19.1,74.2
2027,0,19.2,74
2028,0,19.2,73.5
2029,0,19.2,73.1
2030,0,19.2,73.1
2031,0,19.2,73.2
2032,0,19.1,73.2
2033,0,19.2,72.8
2034,0,19.1,72.3
2035,0,19.2,73
2036,0,19.3,74.6
2037,0,19.3,75
2038,0,19.3,75.6
2039,0,19.2,75.3
2040,0,19.2,74.8
2041,0,19.3,74.2
2042,0,19.3,73.5
2043,0,19.2,72.3
2044,0,19.3,72.3
2045,0,19.2,71.9
2046,0,19.2,72.1
2047,0,19.2,71.7
2048,0,19.2,71.1
2049,0,19.2,71.1
2050,0,19,70.5
2051,0,19.4,70.8
2052,0,19.2,70.9
2053,0,19.2,71.2
2054,0,19.2,70.2
2055,1,19.2,69.4
2056,1,19.1,67.1
2057,1,18.2,50
2058,1,18.1,58.2
2059,1,18.4,59.4
2060,1,18.6,60.5
2061,1,18.7,62.3
2062,1,18.8,63.1
2063,1,18.8,63.7
2064,1,18.7,63.8
2065,1,18.9,63.2
2066,1,19,64.5
2067,1,19,65.1
2068,1,19,65.3
2069,1,19,65.7
2070,1,19.1,66.1
2071,1,19.1,66.4
2072,1,19.1,67.5
2073,1,19.1,66.9
2074,1,19.1,67.5
2075,1,19.1,67.7
2076,1,19.1,67.8
2077,1,19.1,67.8
2078,1,19.1,68.1
2079,1,19,68.6
2080,1,19.1,68.8
2081,1,19,68.9
2082,1,19.1,69.1
2083,1,19.1,69
2084,1,19.1,69.2
2085,1,19.1,69.8
2086,1,19.1,70.7
2087,1,19,69.9
2088,1,19,69.5
2089,1,19,70.1
2090,1,19,70.5
2091,1,19,70.4
2092,1,18.8,70.4
2093,1,19,71.1
2094,1,18.9,70.8
2095,1,18.9,71
2096,1,19.2,71.2
2097,1,18.9,71.1
2098,1,18.9,71.1
2099,1,18.9,71.1
2100,1,18.8,71.1
2101,1,18.8,71.1
2102,1,18.8,71.2
2103,1,19,71.5
2104,1,18.8,71.4
2105,1,18.8,71.5
2106,1,18.7,71.3
2107,1,18.7,71.7
2108,1,18.7,71.8
2109,1,18.5,71.8
2110,1,18.7,71.8
2111,1,18.7,72
2112,1,18.7,72
2113,1,18.7,72.9
2114,1,18.7,72.1
2115,1,18.6,73
2116,1,18.6,72.4
2117,1,18.6,72.5
2118,1,18.6,72.5
2119,1,18.6,72.5
2120,1,18.6,73.3
2121,1,18.6,72.7
2122,1,18.6,72.8
2123,1,18.6,72.8
2124,1,18.6,72.7
2125,1,18.6,72.6
2126,1,18.6,72.7
2127,1,18.6,72.6
2128,1,18.7,73
2129,1,18.6,72.6
2130,1,18.7,72.7
2131,1,18.7,73
2132,1,18.7,72.9
2133,1,18.7,72.8
2134,1,18.7,73.1
2135,2,18.9,73
2136,2,18.8,73
2137,2,18.8,73.4
2138,2,18.7,74.4
2139,2,18.8,74.2
2140,2,18.8,74.2
2141,2,18.9,74.1
2142,2,18.9,74.1
2143,2,18.9,74
2144,2,18.9,74
2145,2,18.9,74
2146,2,18.9,74.1
2147,2,18.9,74
2148,2,19.1,74
2149,2,19,73.8
2150,2,18.9,73.9
2151,2,18.9,73.6
2152,2,18.9,74
2153,2,18.9,73.8
2154,2,18.9,74
2155,2,18.9,74
2156,2,18.9,74.3
2157,2,18.9,74.3
2158,2,18.9,74.1
2159,2,18.9,74.4
2160,2,18.9,74.4
2161,2,18.9,74.7
2162,2,18.9,75.2
2163,2,18.9,75.4
2164,2,18.9,75.5
2165,2,18.8,75.4
2166,2,18.8,75.5
2167,2,18.8,75.5
2168,2,18.8,75.5
2169,2,18.8,75.5
2170,2,18.8,75.8
2171,2,18.8,75.9
2172,2,18.8,76.1
2173,2,18.8,76.2
2174,2,18.7,76
2175,2,18.7,76.1
2176,2,18.7,76
2177,2,18.8,76.2
2178,2,18.8,76.7
2179,2,18.8,76.6
2180,2,18.6,76.2
2181,2,18.8,76.6
2182,2,18.8,76.4
2183,2,18.8,76.4
2184,2,18.8,76.2
2185,2,18.7,76.2
2186,2,18.8,76.2
2187,2,18.8,76.3
2188,2,18.6,76.3
2189,2,18.8,76.4
2190,2,18.8,76.5
2191,2,18.8,76.4
2192,2,18.8,76.5
2193,2,18.8,76.8
2194,2,18.9,76.6
2195,2,18.9,76.5
2196,2,18.9,76.6
2197,2,18.9,76.5
2198,2,18.9,76.5
2199,2,18.9,76.4
2200,2,18.9,76.4
2201,2,19,76.5
2202,2,18.9,76.6
2203,2,18.9,76.6
2204,2,18.9,76.8
2205,2,19,76.8
2206,2,18.9,77
2207,2,19,77.2
2208,2,18.9,77.2
2209,2,18.9,77.2
2210,2,19,77.4
2211,2,18.9,77.3
2212,2,19.2,77.4
2213,2,18.9,77.1
2214,2,18.9,77.2
2215,2,18.8,77.1
2216,2,18.9,77.1
2217,2,18.9,77.4
2218,2,18.9,77.6
2219,2,18.9,77.6
2220,2,18.9,77.5
2221,2,18.9,77.7
2222,2,19.1,77.9
2223,2,18.8,77.7
2224,2,18.9,77.7
2225,2,18.8,77.7
2226,2,18.8,77.8
2227,2,18.8,77.8
2228,2,18.8,78.2
2229,2,18.8,78.3
2230,2,18.7,78.1
2231,2,18.8,78.2
2232,2,18.8,78.1
2233,2,18.8,78
2234,2,18.7,78.2
2235,2,18.8,78.2
2236,2,18.7,78
2237,2,18.8,78.2
2238,2,18.7,78
2239,2,18.7,78
2240,2,18.7,78
2241,2,18.7,78
2242,2,18.7,78.2
2243,2,18.8,78.1
2244,2,18.7,78
2245,2,18.7,78.1
2246,2,18.7,78.2
2247,2,18.7,78.2
2248,2,18.7,78.5
2249,2,18.7,78.3
2250,2,18.7,78.5
2251,2,18.8,78.5
2252,2,18.8,78.5
2253,2,18.7,78.6
2254,2,18.8,78.7
2255,2,18.9,78.7
2256,2,18.8,78.7
2257,2,18.8,79.5
2258,2,18.8,78.7
2259,2,18.8,78.5
2260,2,19,78.7
2261,2,18.8,78.7
2262,2,18.8,78.6
2263,2,18.7,78.5
2264,2,18.9,78.6
2265,2,18.8,78.7
2266,2,18.8,78.6
2267,2,18.8,78.7
2268,2,18.8,78.5
2269,2,18.8,78.5
2270,2,18.8,78.7
2271,2,18.7,78.5
2272,2,18.9,78.7
2273,2,18.8,78.5
2274,2,18.7,78.5
2275,2,18.9,78.5
2276,2,18.8,78.7
2277,2,18.8,78.8
2278,2,18.7,79.7
2279,2,18.7,79
2280,2,18.7,79.2
2281,2,19,79.3
2282,2,18.8,79.1
2283,2,18.7,79.2
2284,2,18.8,79.5
2285,2,18.7,79
2286,2,18.5,78.9
2287,2,18.7,79.2
2288,2,18.7,79.2
2289,2,18.6,79.5
2290,2,18.7,80
2291,2,18.6,79.7
2292,2,18.7,79.7
2293,2,18.6,79.8
2294,2,18.6,80
2295,2,18.6,79.7
2296,2,18.9,79.8
2297,2,18.7,80.4
2298,2,18.7,80.4
2299,2,18.7,80
2300,2,18.6,80.1
