raw_data_id,IoT-HW-ID:,Temperature:,Humidity:,timestamp
1867,a13d7,19,62.8,1544725500
1868,a13d7,19,62.7,1544725620
1869,a13d7,19,63,1544725740
1870,a13d7,18.9,62.7,1544725860
1871,a13d7,19,63.1,1544725980
1872,a13d7,18.8,62.7,1544726100
1873,a13d7,19,63.1,1544726220
1874,a13d7,19,63.4,1544726340
1875,a13d7,19,63.6,1544726460
1876,a13d7,19.1,63.9,1544726580
1877,a13d7,19.1,64.4,1544726700
1878,a13d7,19.1,64.2,1544726820
1879,a13d7,19.1,63.9,1544726940
1880,a13d7,19.2,63.8,1544727060
1881,a13d7,19.2,63.7,1544727180
1882,a13d7,19.3,63.9,1544727300
1883,a13d7,19.3,63.7,1544727420
1884,a13d7,19.3,64.3,1544727540
1885,a13d7,19.3,63.6,1544727660
1886,a13d7,19.3,63.4,1544727780
1887,a13d7,19.3,62.9,1544727900
1888,a13d7,19.3,62.7,1544728020
1889,a13d7,19.3,63,1544728200
1890,a13d7,19.3,63,1544728320
1891,a13d7,19.3,62.8,1544728440
1892,a13d7,19.3,62.9,1544728560
1893,a13d7,19.3,62.8,1544728680
1894,a13d7,19.2,63,1544728800
1895,a13d7,19.2,63,1544728920
1896,a13d7,19.2,62.6,1544729040
1897,a13d7,19.1,62.7,1544729160
1898,a13d7,19.2,62.7,1544729280
1899,a13d7,19.2,62.6,1544729400
1900,a13d7,19.2,62.6,1544729520
1901,a13d7,19.1,62.7,1544729640
1902,a13d7,19.1,63.9,1544729760
1903,a13d7,19.1,63.8,1544729880
1904,a13d7,19.1,63.4,1544730000
1905,a13d7,19,63.8,1544730120
1906,a13d7,19,64.1,1544730240
1907,a13d7,19,64.2,1544730360
1908,a13d7,19,64.5,1544730480
1909,a13d7,18.9,64.4,1544730600
1910,a13d7,18.9,64.5,1544730720
1911,a13d7,18.9,64.5,1544730840
1912,a13d7,18.9,64.8,1544730960
1913,a13d7,18.9,65,1544731080
1914,a13d7,19,64.9,1544731260
1915,a13d7,18.9,65,1544731380
1916,a13d7,19,65.2,1544731500
1917,a13d7,18.9,65.3,1544731620
1918,a13d7,18.9,65.4,1544731740
1919,a13d7,19,65.5,1544731860
1920,a13d7,19,65.5,1544731980
1921,a13d7,19,65.7,1544732100
1922,a13d7,19,65.6,1544732220
1923,a13d7,19.1,65.5,1544732340
1924,a13d7,19,65.5,1544732460
1925,a13d7,19,65.5,1544732580
1926,a13d7,19.1,65.4,1544732700
1927,a13d7,19.1,65.3,1544732820
1928,a13d7,19.1,65.1,1544732940
1929,a13d7,19.1,65,1544733060
1930,a13d7,19.1,65,1544733180
1931,a13d7,19.1,64.7,1544733300
1932,a13d7,19.1,64.8,1544733420
1933,a13d7,19.1,64.7,1544733540
1934,a13d7,19.1,64.8,1544733660
1935,a13d7,19.2,64.5,1544733780
1936,a13d7,19.2,64.5,1544733900
1937,a13d7,19.2,64.8,1544734020
1938,a13d7,19.2,64,1544734140
1939,a13d7,19.1,64,1544734260
1940,a13d7,19.2,64,1544734380
1941,a13d7,19.1,63.7,1544734560
1942,a13d7,19.1,63.7,1544734680
1943,a13d7,19.1,63.6,1544734800
1944,a13d7,19.2,64,1544734920
1945,a13d7,19.2,63.7,1544735040
1946,a13d7,19.2,63.9,1544735160
1947,a13d7,19.3,63.7,1544735280
1948,a13d7,19.2,63.6,1544735400
1949,a13d7,19.2,63.7,1544735520
1950,a13d7,19.2,63.5,1544735640
1951,a13d7,19.1,63.1,1544735760
1952,a13d7,19,63.8,1544735880
1953,a13d7,19,64,1544736000
1954,a13d7,19.1,64.3,1544736120
1955,a13d7,19,64.2,1544736240
1956,a13d7,19,64.6,1544736360
1957,a13d7,19,64.8,1544736480
1958,a13d7,19,65.1,1544736600
1959,a13d7,19,65.1,1544736720
1960,a13d7,18.9,65.2,1544736840
1961,a13d7,18.9,65.5,1544736960
1962,a13d7,18.9,65.7,1544737080
1963,a13d7,18.9,65.8,1544737200
1964,a13d7,19,65.7,1544737320
1965,a13d7,18.9,65.4,1544737440
1966,a13d7,18.9,65.2,1544737560
1967,a13d7,19,65.5,1544737680
1968,a13d7,18.9,65.1,1544737800
1969,a13d7,19.1,65.4,1544737920
1970,a13d7,19.1,65.4,1544738100
1971,a13d7,19.2,65.4,1544738220
1972,a13d7,19.2,65.1,1544738340
1973,a13d7,19.2,65.2,1544738460
1974,a13d7,19.2,65.1,1544738580
1975,a13d7,19.1,65,1544738700
1976,a13d7,19.3,65.1,1544738820
1977,a13d7,19.3,64.9,1544738940
1978,a13d7,19.4,64.6,1544739060
1979,a13d7,19.4,64.4,1544739180
1980,a13d7,19.4,64.2,1544739300
1981,a13d7,19.4,63.9,1544739420
1982,a13d7,19.4,63.6,1544739540
1983,a13d7,19.4,63.6,1544739660
1984,a13d7,19.5,63.7,1544739780
1985,a13d7,19.4,63.5,1544739900
1986,a13d7,19.4,63.2,1544740020
1987,a13d7,19.4,63.4,1544740140
1988,a13d7,19.3,63.6,1544740260
1989,a13d7,19.3,63.6,1544740380
1990,a13d7,19.3,63.9,1544740500
1991,a13d7,19.3,63.9,1544740620
1992,a13d7,19.3,64.9,1544740740
1993,a13d7,19.3,64.8,1544740860
1994,a13d7,19.2,65,1544740980
1995,a13d7,19.3,64.9,1544741100
1996,a13d7,19.2,64.9,1544741220
1997,a13d7,19.2,65.5,1544741400
1998,a13d7,19.2,65.5,1544741520
1999,a13d7,19.1,66,1544741640
2000,a13d7,19.2,65.8,1544741760
2001,a13d7,19.1,66.7,1544741880
2002,a13d7,19.1,66.7,1544742000
2003,a13d7,19.1,67.3,1544742120
2004,a13d7,19.1,67.6,1544742240
2005,a13d7,19.2,69.1,1544742360
2006,a13d7,19.2,70.5,1544742480
2007,a13d7,19.1,70.9,1544742600
2008,a13d7,19.2,71.6,1544742720
2009,a13d7,19.2,71.8,1544742840
2010,a13d7,19.2,72.6,1544742960
2011,a13d7,19.2,72.7,1544743080
2012,a13d7,19.4,73,1544743200
2013,a13d7,19.1,73.2,1544743320
2014,a13d7,19.2,73.5,1544743440
2015,a13d7,19.2,74.6,1544743560
2016,a13d7,19.2,73.9,1544743680
2017,a13d7,19.2,74.2,1544743800
2018,a13d7,19.1,74.5,1544743920
2019,a13d7,19.2,74.8,1544744040
2020,a13d7,19.2,74.7,1544744160
2021,a13d7,19.2,74.8,1544744280
2022,a13d7,19.2,75.1,1544744400
2023,a13d7,19.2,74.7,1544744520
2024,a13d7,19.1,74.6,1544744700
2025,a13d7,19.1,74.4,1544744820
2026,a13d7,19.1,74.2,1544744940
2027,a13d7,19.2,74,1544745060
2028,a13d7,19.2,73.5,1544745180
2029,a13d7,19.2,73.1,1544745300
2030,a13d7,19.2,73.1,1544745420
2031,a13d7,19.2,73.2,1544745540
2032,a13d7,19.1,73.2,1544745660
2033,a13d7,19.2,72.8,1544745780
2034,a13d7,19.1,72.3,1544745900
2035,a13d7,19.2,73,1544746020
2036,a13d7,19.3,74.6,1544746140
2037,a13d7,19.3,75,1544746260
2038,a13d7,19.3,75.6,1544746380
2039,a13d7,19.2,75.3,1544746500
2040,a13d7,19.2,74.8,1544746620
2041,a13d7,19.3,74.2,1544746740
2042,a13d7,19.3,73.5,1544746860
2043,a13d7,19.2,72.3,1544746980
2044,a13d7,19.3,72.3,1544747100
2045,a13d7,19.2,71.9,1544747220
2046,a13d7,19.2,72.1,1544747340
2047,a13d7,19.2,71.7,1544747460
2048,a13d7,19.2,71.1,1544747580
2049,a13d7,19.2,71.1,1544747700
2050,a13d7,19,70.5,1544747820
2051,a13d7,19.4,70.8,1544747940
2052,a13d7,19.2,70.9,1544748120
2053,a13d7,19.2,71.2,1544748240
2054,a13d7,19.2,70.2,1544748360
2055,a13d7,19.2,69.4,1544748480
2056,a13d7,19.1,67.1,1544748600
2057,a13d7,18.2,50,1544748720
2058,a13d7,18.1,58.2,1544748840
2059,a13d7,18.4,59.4,1544748960
2060,a13d7,18.6,60.5,1544749080
2061,a13d7,18.7,62.3,1544749200
2062,a13d7,18.8,63.1,1544749320
2063,a13d7,18.8,63.7,1544749440
2064,a13d7,18.7,63.8,1544749560
2065,a13d7,18.9,63.2,1544749680
2066,a13d7,19,64.5,1544749800
2067,a13d7,19,65.1,1544749920
2068,a13d7,19,65.3,1544750040
2069,a13d7,19,65.7,1544750160
2070,a13d7,19.1,66.1,1544750280
2071,a13d7,19.1,66.4,1544750400
2072,a13d7,19.1,67.5,1544750520
2073,a13d7,19.1,66.9,1544750640
2074,a13d7,19.1,67.5,1544750760
2075,a13d7,19.1,67.7,1544750940
2076,a13d7,19.1,67.8,1544751060
2077,a13d7,19.1,67.8,1544751180
2078,a13d7,19.1,68.1,1544751300
2079,a13d7,19,68.6,1544751420
2080,a13d7,19.1,68.8,1544751540
2081,a13d7,19,68.9,1544751660
2082,a13d7,19.1,69.1,1544751780
2083,a13d7,19.1,69,1544751900
2084,a13d7,19.1,69.2,1544752020
2085,a13d7,19.1,69.8,1544752140
2086,a13d7,19.1,70.7,1544752260
2087,a13d7,19,69.9,1544752380
2088,a13d7,19,69.5,1544752500
2089,a13d7,19,70.1,1544752620
2090,a13d7,19,70.5,1544752740
2091,a13d7,19,70.4,1544752860
2092,a13d7,18.8,70.4,1544752980
2093,a13d7,19,71.1,1544753100
2094,a13d7,18.9,70.8,1544753220
2095,a13d7,18.9,71,1544753340
2096,a13d7,19.2,71.2,1544753460
2097,a13d7,18.9,71.1,1544753580
2098,a13d7,18.9,71.1,1544753700
2099,a13d7,18.9,71.1,1544753820
2100,a13d7,18.8,71.1,1544754000
2101,a13d7,18.8,71.1,1544754120
2102,a13d7,18.8,71.2,1544754240
2103,a13d7,19,71.5,1544754360
2104,a13d7,18.8,71.4,1544754480
2105,a13d7,18.8,71.5,1544754600
2106,a13d7,18.7,71.3,1544754720
2107,a13d7,18.7,71.7,1544754840
2108,a13d7,18.7,71.8,1544754960
2109,a13d7,18.5,71.8,1544755080
2110,a13d7,18.7,71.8,1544755200
2111,a13d7,18.7,72,1544755320
2112,a13d7,18.7,72,1544755440
2113,a13d7,18.7,72.9,1544755560
2114,a13d7,18.7,72.1,1544755680
2115,a13d7,18.6,73,1544755800
2116,a13d7,18.6,72.4,1544755920
2117,a13d7,18.6,72.5,1544756040
2118,a13d7,18.6,72.5,1544756160
2119,a13d7,18.6,72.5,1544756280
2120,a13d7,18.6,73.3,1544756400
2121,a13d7,18.6,72.7,1544756520
2122,a13d7,18.6,72.8,1544756640
2123,a13d7,18.6,72.8,1544756760
2124,a13d7,18.6,72.7,1544756880
2125,a13d7,18.6,72.6,1544757000
2126,a13d7,18.6,72.7,1544757120
2127,a13d7,18.6,72.6,1544757300
2128,a13d7,18.7,73,1544757420
2129,a13d7,18.6,72.6,1544757540
2130,a13d7,18.7,72.7,1544757660
2131,a13d7,18.7,73,1544757780
2132,a13d7,18.7,72.9,1544757900
2133,a13d7,18.7,72.8,1544758020
2134,a13d7,18.7,73.1,1544758140
2135,a13d7,18.9,73,1544758260
2136,a13d7,18.8,73,1544758380
2137,a13d7,18.8,73.4,1544758500
2138,a13d7,18.7,74.4,1544758620
2139,a13d7,18.8,74.2,1544758740
2140,a13d7,18.8,74.2,1544758860
2141,a13d7,18.9,74.1,1544758980
2142,a13d7,18.9,74.1,1544759100
2143,a13d7,18.9,74,1544759220
2144,a13d7,18.9,74,1544759340
2145,a13d7,18.9,74,1544759460
2146,a13d7,18.9,74.1,1544759580
2147,a13d7,18.9,74,1544759700
2148,a13d7,19.1,74,1544759820
2149,a13d7,19,73.8,1544759940
2150,a13d7,18.9,73.9,1544760060
2151,a13d7,18.9,73.6,1544760180
2152,a13d7,18.9,74,1544760300
2153,a13d7,18.9,73.8,1544760420
2154,a13d7,18.9,74,1544760600
2155,a13d7,18.9,74,1544760720
2156,a13d7,18.9,74.3,1544760840
2157,a13d7,18.9,74.3,1544760960
2158,a13d7,18.9,74.1,1544761080
2159,a13d7,18.9,74.4,1544761200
2160,a13d7,18.9,74.4,1544761320
2161,a13d7,18.9,74.7,1544761440
2162,a13d7,18.9,75.2,1544761560
2163,a13d7,18.9,75.4,1544761680
2164,a13d7,18.9,75.5,1544761800
2165,a13d7,18.8,75.4,1544761920
2166,a13d7,18.8,75.5,1544762040
2167,a13d7,18.8,75.5,1544762160
2168,a13d7,18.8,75.5,1544762280
2169,a13d7,18.8,75.5,1544762400
2170,a13d7,18.8,75.8,1544762520
2171,a13d7,18.8,75.9,1544762640
2172,a13d7,18.8,76.1,1544762760
2173,a13d7,18.8,76.2,1544762880
2174,a13d7,18.7,76,1544763000
2175,a13d7,18.7,76.1,1544763120
2176,a13d7,18.7,76,1544763240
2177,a13d7,18.8,76.2,1544763360
2178,a13d7,18.8,76.7,1544763480
2179,a13d7,18.8,76.6,1544763600
2180,a13d7,18.6,76.2,1544763780
2181,a13d7,18.8,76.6,1544763900
2182,a13d7,18.8,76.4,1544764020
2183,a13d7,18.8,76.4,1544764140
2184,a13d7,18.8,76.2,1544764260
2185,a13d7,18.7,76.2,1544764380
2186,a13d7,18.8,76.2,1544764500
2187,a13d7,18.8,76.3,1544764620
2188,a13d7,18.6,76.3,1544764740
2189,a13d7,18.8,76.4,1544764860
2190,a13d7,18.8,76.5,1544764980
2191,a13d7,18.8,76.4,1544765100
2192,a13d7,18.8,76.5,1544765220
2193,a13d7,18.8,76.8,1544765340
2194,a13d7,18.9,76.6,1544765460
2195,a13d7,18.9,76.5,1544765580
2196,a13d7,18.9,76.6,1544765700
2197,a13d7,18.9,76.5,1544765820
2198,a13d7,18.9,76.5,1544765940
2199,a13d7,18.9,76.4,1544766060
2200,a13d7,18.9,76.4,1544766180
2201,a13d7,19,76.5,1544766300
2202,a13d7,18.9,76.6,1544766420
2203,a13d7,18.9,76.6,1544766540
2204,a13d7,18.9,76.8,1544766660
2205,a13d7,19,76.8,1544766840
2206,a13d7,18.9,77,1544766960
2207,a13d7,19,77.2,1544767080
2208,a13d7,18.9,77.2,1544767200
2209,a13d7,18.9,77.2,1544767320
2210,a13d7,19,77.4,1544767440
2211,a13d7,18.9,77.3,1544767560
2212,a13d7,19.2,77.4,1544767680
2213,a13d7,18.9,77.1,1544767800
2214,a13d7,18.9,77.2,1544767920
2215,a13d7,18.8,77.1,1544768040
2216,a13d7,18.9,77.1,1544768160
2217,a13d7,18.9,77.4,1544768280
2218,a13d7,18.9,77.6,1544768400
2219,a13d7,18.9,77.6,1544768520
2220,a13d7,18.9,77.5,1544768640
2221,a13d7,18.9,77.7,1544768760
2222,a13d7,19.1,77.9,1544768880
2223,a13d7,18.8,77.7,1544769000
2224,a13d7,18.9,77.7,1544769120
2225,a13d7,18.8,77.7,1544769240
2226,a13d7,18.8,77.8,1544769360
2227,a13d7,18.8,77.8,1544769480
2228,a13d7,18.8,78.2,1544769600
2229,a13d7,18.8,78.3,1544769720
2230,a13d7,18.7,78.1,1544769840
2231,a13d7,18.8,78.2,1544769960
2232,a13d7,18.8,78.1,1544770080
2233,a13d7,18.8,78,1544770260
2234,a13d7,18.7,78.2,1544770380
2235,a13d7,18.8,78.2,1544770500
2236,a13d7,18.7,78,1544770620
2237,a13d7,18.8,78.2,1544770740
2238,a13d7,18.7,78,1544770860
2239,a13d7,18.7,78,1544770980
2240,a13d7,18.7,78,1544771100
2241,a13d7,18.7,78,1544771220
2242,a13d7,18.7,78.2,1544771340
2243,a13d7,18.8,78.1,1544771460
2244,a13d7,18.7,78,1544771580
2245,a13d7,18.7,78.1,1544771700
2246,a13d7,18.7,78.2,1544771820
2247,a13d7,18.7,78.2,1544771940
2248,a13d7,18.7,78.5,1544772060
2249,a13d7,18.7,78.3,1544772180
2250,a13d7,18.7,78.5,1544772300
2251,a13d7,18.8,78.5,1544772420
2252,a13d7,18.8,78.5,1544772540
2253,a13d7,18.7,78.6,1544772660
2254,a13d7,18.8,78.7,1544772780
2255,a13d7,18.9,78.7,1544772900
2256,a13d7,18.8,78.7,1544773020
2257,a13d7,18.8,79.5,1544773140
2258,a13d7,18.8,78.7,1544773260
2259,a13d7,18.8,78.5,1544773440
2260,a13d7,19,78.7,1544773560
2261,a13d7,18.8,78.7,1544773680
2262,a13d7,18.8,78.6,1544773800
2263,a13d7,18.7,78.5,1544773920
2264,a13d7,18.9,78.6,1544774040
2265,a13d7,18.8,78.7,1544774160
2266,a13d7,18.8,78.6,1544774280
2267,a13d7,18.8,78.7,1544774400
2268,a13d7,18.8,78.5,1544774520
2269,a13d7,18.8,78.5,1544774640
2270,a13d7,18.8,78.7,1544774760
2271,a13d7,18.7,78.5,1544774880
2272,a13d7,18.9,78.7,1544775000
2273,a13d7,18.8,78.5,1544775120
2274,a13d7,18.7,78.5,1544775240
2275,a13d7,18.9,78.5,1544775360
2276,a13d7,18.8,78.7,1544775480
2277,a13d7,18.8,78.8,1544775600
2278,a13d7,18.7,79.7,1544775720
2279,a13d7,18.7,79,1544775840
2280,a13d7,18.7,79.2,1544775960
2281,a13d7,19,79.3,1544776080
2282,a13d7,18.8,79.1,1544776200
2283,a13d7,18.7,79.2,1544776320
2284,a13d7,18.8,79.5,1544776500
2285,a13d7,18.7,79,1544776620
2286,a13d7,18.5,78.9,1544776740
2287,a13d7,18.7,79.2,1544776860
2288,a13d7,18.7,79.2,1544776980
2289,a13d7,18.6,79.5,1544777100
2290,a13d7,18.7,80,1544777220
2291,a13d7,18.6,79.7,1544777340
2292,a13d7,18.7,79.7,1544777460
2293,a13d7,18.6,79.8,1544777580
2294,a13d7,18.6,80,1544777700
2295,a13d7,18.6,79.7,1544777820
2296,a13d7,18.9,79.8,1544777940
2297,a13d7,18.7,80.4,1544778060
2298,a13d7,18.7,80.4,1544778180
2299,a13d7,18.7,80,1544778300
2300,a13d7,18.6,80.1,1544778420
2301,a13d7,18.7,80.2,1544778540
2302,a13d7,18.7,80.1,1544778660
2303,a13d7,18.7,80.2,1544778780
2304,a13d7,18.7,80.4,1544778900
2305,a13d7,18.7,79.8,1544779020
2306,a13d7,18.7,80,1544779140
2307,a13d7,18.7,79.7,1544779260
2308,a13d7,19,79.5,1544779380
2309,a13d7,18.7,79.4,1544779500
2310,a13d7,18.7,79.2,1544779680
2311,a13d7,18.9,80,1544779800
2312,a13d7,18.7,78.6,1544779920
2313,a13d7,18.7,78.8,1544780040
2314,a13d7,18.7,78.7,1544780160
2315,a13d7,18.7,78.1,1544780280
2316,a13d7,18.7,78.2,1544780400
2317,a13d7,18.8,78.1,1544780520
2318,a13d7,18.6,77.8,1544780640
2319,a13d7,18.7,77.6,1544780760
2320,a13d7,18.7,78,1544780880
2321,a13d7,18.7,77.6,1544781000
2322,a13d7,18.7,77.7,1544781120
2323,a13d7,18.9,78,1544781240
2324,a13d7,18.7,77.8,1544781360
2325,a13d7,18.4,77.6,1544781480
2326,a13d7,18.4,77.5,1544781600
2327,a13d7,18.9,77.7,1544781720
2328,a13d7,18.6,77.5,1544781840
2329,a13d7,18.6,77.6,1544781960
2330,a13d7,18.5,77.4,1544782080
2331,a13d7,18.5,77.6,1544782200
2332,a13d7,18.6,77.8,1544782320
2333,a13d7,18.6,77.6,1544782440
2334,a13d7,18.5,77.7,1544782560
2335,a13d7,18.5,77.6,1544782680
2336,a13d7,18.6,77.6,1544782800
2337,a13d7,18.5,77.4,1544782980
2338,a13d7,18.5,77.5,1544783100
2339,a13d7,18.6,77.6,1544783220
2340,a13d7,18.4,77.5,1544783340
2341,a13d7,18.6,77.7,1544783460
2342,a13d7,18.5,77.5,1544783580
2343,a13d7,18.5,77.5,1544783700
2344,a13d7,18.6,77.7,1544783820
2345,a13d7,18.6,77.8,1544783940
2346,a13d7,18.6,77.6,1544784060
2347,a13d7,18.6,77.5,1544784180
2348,a13d7,18.6,77.4,1544784300
2349,a13d7,18.6,77.5,1544784420
2350,a13d7,18.6,77.5,1544784540
2351,a13d7,18.6,77.5,1544784660
2352,a13d7,18.6,77.2,1544784780
2353,a13d7,18.6,77.3,1544784900
2354,a13d7,18.7,77,1544785020
2355,a13d7,18.7,77,1544785140
2356,a13d7,18.7,76.7,1544785260
2357,a13d7,18.7,76.8,1544785380
2358,a13d7,18.7,76.7,1544785500
2359,a13d7,18.7,76.7,1544785620
2360,a13d7,18.7,77.5,1544785740
2361,a13d7,18.7,76.7,1544785860
2362,a13d7,19,76.9,1544785980
2363,a13d7,18.9,76.7,1544786100
2364,a13d7,18.6,76.4,1544786220
2365,a13d7,18.8,76.5,1544786400
2366,a13d7,18.7,76.2,1544786520
2367,a13d7,18.7,76.4,1544786640
2368,a13d7,18.7,76.4,1544786760
2369,a13d7,18.7,76.3,1544786880
2370,a13d7,18.7,76.3,1544787000
2371,a13d7,18.7,76.3,1544787120
2372,a13d7,18.7,76.4,1544787240
2373,a13d7,18.7,77.2,1544787360
2374,a13d7,18.7,76.4,1544787480
2375,a13d7,18.7,76.2,1544787600
2376,a13d7,18.7,76.2,1544787720
2377,a13d7,18.8,77,1544787840
2378,a13d7,18.7,76.1,1544787960
2379,a13d7,18.7,76.2,1544788080
2380,a13d7,18.6,76.2,1544788200
2381,a13d7,18.6,76.1,1544788320
2382,a13d7,18.6,76.1,1544788440
2383,a13d7,18.6,76.2,1544788560
2384,a13d7,18.6,76.2,1544788680
2385,a13d7,18.5,76,1544788800
2386,a13d7,18.6,76,1544788920
2387,a13d7,18.6,76,1544789040
2388,a13d7,18.6,76.1,1544789160
2389,a13d7,18.6,76.2,1544789280
2390,a13d7,18.6,77,1544789400
2391,a13d7,18.5,76,1544789580
2392,a13d7,18.5,75.9,1544789700
2393,a13d7,18.6,76,1544789820
2394,a13d7,18.6,76.1,1544789940
2395,a13d7,18.6,76,1544790060
2396,a13d7,18.7,75.8,1544790180
2397,a13d7,18.7,75.8,1544790300
2398,a13d7,18.7,76.1,1544790420
2399,a13d7,18.8,75.4,1544790540
2400,a13d7,18.8,75.2,1544790660
2401,a13d7,18.8,75.4,1544790780
2402,a13d7,18.9,75.5,1544790900
2403,a13d7,18.9,75.5,1544791020
2404,a13d7,18.9,75.4,1544791140
2405,a13d7,18.9,75.6,1544791260
2406,a13d7,18.9,76.5,1544791380
2407,a13d7,18.9,75.6,1544791500
2408,a13d7,18.9,75.8,1544791620
2409,a13d7,18.9,75.7,1544791740
2410,a13d7,18.9,75.2,1544791860
2411,a13d7,18.9,75,1544791980
2412,a13d7,19.1,74,1544792100
2413,a13d7,19.1,74.4,1544792280
2414,a13d7,19.2,74.1,1544792400
2415,a13d7,19.1,74,1544792520
2416,a13d7,19.1,75.3,1544792640
2417,a13d7,19.1,74.7,1544792760
2418,a13d7,19.1,74.7,1544792880
2419,a13d7,19.1,74.4,1544793000
2420,a13d7,19.2,74.4,1544793120
2421,a13d7,19.2,74.2,1544793240
2422,a13d7,19.2,74.1,1544793360
2423,a13d7,19.2,74.1,1544793480
2424,a13d7,19.2,74,1544793600
2425,a13d7,19.2,73.9,1544793720
2426,a13d7,19.3,73.9,1544793840
2427,a13d7,19.2,73.7,1544793960
2428,a13d7,19.2,73.7,1544794080
2429,a13d7,19.2,73.7,1544794200
2430,a13d7,19.2,73.7,1544794320
2431,a13d7,19.2,73.8,1544794440
2432,a13d7,19.2,73.8,1544794560
2433,a13d7,19.2,74,1544794680
2434,a13d7,19.2,74,1544794800
2435,a13d7,19.1,74,1544794920
2436,a13d7,19.1,74,1544795040
2437,a13d7,19.1,74.1,1544795160
2438,a13d7,19.1,74,1544795280
2439,a13d7,19.1,74,1544795460
2440,a13d7,19.1,74.1,1544795580
2441,a13d7,19.1,74.1,1544795700
2442,a13d7,19.1,74.4,1544795820
2443,a13d7,19.1,74.6,1544795940
2444,a13d7,19.1,74.5,1544796060
2445,a13d7,19.1,74.2,1544796180
2446,a13d7,19.1,74.2,1544796300
2447,a13d7,19.1,74.2,1544796420
2448,a13d7,19.2,74.2,1544796540
2449,a13d7,19.2,74,1544796660
2450,a13d7,19.2,73.9,1544796780
2451,a13d7,19.2,74.1,1544796900
2452,a13d7,19.1,74.1,1544797020
2453,a13d7,19.2,72.4,1544797140
2454,a13d7,19.2,72.4,1544797260
2455,a13d7,19.3,72.3,1544797380
2456,a13d7,19.3,70.6,1544797500
2457,a13d7,19.2,70.1,1544797620
2458,a13d7,19.3,69.9,1544797740
2459,a13d7,19.3,69.2,1544797860
2460,a13d7,19.4,68.7,1544797980
2461,a13d7,19.4,69.9,1544798100
2462,a13d7,19.3,68.2,1544798220
2463,a13d7,19.4,68.5,1544798340
2464,a13d7,19.3,68.4,1544798460
2465,a13d7,19.4,67.8,1544798580
2466,a13d7,19.3,68.2,1544798700
2467,a13d7,19.3,68,1544798820
2468,a13d7,19.3,67.3,1544799000
2469,a13d7,19.4,67.9,1544799120
2470,a13d7,19.2,68.1,1544799240
2471,a13d7,19.3,68.2,1544799360
2472,a13d7,19.3,68.3,1544799480
2473,a13d7,19.2,68.1,1544799600
2474,a13d7,19.2,68.1,1544799720
2475,a13d7,19.2,68.2,1544799840
2476,a13d7,19.2,68.1,1544799960
2477,a13d7,19.1,68.2,1544800080
2478,a13d7,19.2,68.3,1544800200
2479,a13d7,19.2,68.2,1544800320
2480,a13d7,19.1,68.1,1544800440
2481,a13d7,19.2,68.1,1544800560
2482,a13d7,19.1,68.2,1544800680
2483,a13d7,19.1,68.1,1544800800
2484,a13d7,19.1,68.1,1544800920
2485,a13d7,19,68,1544801040
2486,a13d7,19.1,68.4,1544801160
2487,a13d7,19.2,68.4,1544801280
2488,a13d7,19,68,1544801400
2489,a13d7,19.1,68.1,1544801520
2490,a13d7,19,68.2,1544801640
2491,a13d7,19,68.2,1544801760
2492,a13d7,19.1,68,1544801880
2493,a13d7,19.1,68.1,1544802000
2494,a13d7,19,68.1,1544802120
2495,a13d7,19.1,67.2,1544802300
2496,a13d7,18.9,66.5,1544802420
2497,a13d7,19,67,1544802540
2498,a13d7,19.1,67.1,1544802660
2499,a13d7,19,66,1544802780
2500,a13d7,19,67.2,1544802900
2501,a13d7,19.1,66.5,1544803020
2502,a13d7,19.1,67,1544803140
2503,a13d7,19.1,65,1544803260
2504,a13d7,19.1,65.4,1544803380
2505,a13d7,19.1,65.8,1544803500
2506,a13d7,19.1,65.8,1544803620
2507,a13d7,19.2,65.5,1544803740
2508,a13d7,19.1,65.4,1544803860
2509,a13d7,19.2,67.4,1544803980
2510,a13d7,19.1,66.1,1544804100
2511,a13d7,19.2,65,1544804220
2512,a13d7,19.2,65.7,1544804340
2513,a13d7,19.2,65.9,1544804460
2514,a13d7,19.2,66,1544804580
2515,a13d7,19.2,67.2,1544804700
2516,a13d7,19.1,66,1544804820
2517,a13d7,19.1,65.7,1544804940
2518,a13d7,19.1,66,1544805060
2519,a13d7,19.1,65.6,1544805180
2520,a13d7,19.1,66.4,1544805300
2521,a13d7,19,66.5,1544805420
2522,a13d7,19,66.7,1544805600
2523,a13d7,19,66.7,1544805720
2524,a13d7,19,66.1,1544805840
2525,a13d7,19,66.5,1544805960
2526,a13d7,19,66.7,1544806080
2527,a13d7,19,66.5,1544806200
2528,a13d7,19,66.5,1544806320
2529,a13d7,19.1,66.8,1544806440
2530,a13d7,19,66.3,1544806560
2531,a13d7,19,66.5,1544806680
2532,a13d7,19,65.9,1544806800
2533,a13d7,19,66.2,1544806920
2534,a13d7,19,65.8,1544807040
2535,a13d7,19,66,1544807160
2536,a13d7,19,65.9,1544807280
2537,a13d7,19.1,65.8,1544807400
2538,a13d7,19,65.7,1544807520
2539,a13d7,19,64.7,1544807640
2540,a13d7,19.1,65.2,1544807760
2541,a13d7,19.1,65.1,1544807880
2542,a13d7,19,65.2,1544808000
2543,a13d7,18.9,65,1544808120
2544,a13d7,19.1,65.5,1544808240
2545,a13d7,19.1,65,1544808360
2546,a13d7,19.2,65.4,1544808480
2547,a13d7,19.2,65,1544808600
