raw_data_id,IoT-HW-ID:,Temperature:,Humidity:,timestamp
66,a13d7,20.7,72.2,1544454660
67,a13d7,20.6,72,1544454780
68,a13d7,20.6,72.3,1544454900
69,a13d7,20.7,72.6,1544455020
70,a13d7,20.7,72.5,1544455200
71,a13d7,20.6,72.5,1544455320
72,a13d7,20.4,72.2,1544455440
73,a13d7,20.6,72.5,1544455560
74,a13d7,20.6,72.5,1544455680
75,a13d7,20.6,72.5,1544455800
76,a13d7,20.8,72.2,1544455920
77,a13d7,20.6,72.2,1544456040
78,a13d7,20.6,71.8,1544456160
79,a13d7,20.6,72.5,1544456280
80,a13d7,20.6,72.6,1544456400
81,a13d7,20.6,72.5,1544456520
82,a13d7,20.2,72.1,1544456640
83,a13d7,20.6,72,1544456760
84,a13d7,20.6,72.1,1544456880
85,a13d7,20.6,72,1544457000
86,a13d7,20.6,71.9,1544457120
87,a13d7,20.5,71.8,1544457240
88,a13d7,20.5,71.8,1544457360
89,a13d7,20.6,71.7,1544457480
90,a13d7,20.5,73.1,1544457600
91,a13d7,20.2,61.9,1544457720
92,a13d7,19.8,58.2,1544457840
93,a13d7,19.4,61.4,1544457960
94,a13d7,19.2,64.8,1544458080
95,a13d7,19,67.4,1544458200
96,a13d7,18.8,62.5,1544458320
97,a13d7,18.7,57.7,1544458500
98,a13d7,18.4,57.7,1544458620
99,a13d7,18.2,53.8,1544458740
100,a13d7,17.9,54.5,1544458860
101,a13d7,18.1,55.3,1544458980
102,a13d7,17.9,55,1544459100
103,a13d7,18,53.5,1544459220
104,a13d7,17.8,56.7,1544459340
105,a13d7,18.4,65.4,1544459460
106,a13d7,19,66.1,1544459580
107,a13d7,19.4,67.2,1544459700
108,a13d7,19.6,66.6,1544459820
109,a13d7,19.8,66.9,1544459940
110,a13d7,19.9,66.7,1544460060
111,a13d7,20.1,66.8,1544460180
112,a13d7,20.7,66.7,1544460300
113,a13d7,20.3,66.4,1544460420
114,a13d7,20.4,65.9,1544460540
115,a13d7,20.5,65.8,1544460660
116,a13d7,20.6,65.7,1544460780
117,a13d7,20.6,65.2,1544460900
118,a13d7,20.7,65.2,1544461020
119,a13d7,20.7,64.9,1544461140
120,a13d7,20.8,64.8,1544461260
121,a13d7,20.8,64.5,1544461380
122,a13d7,20.8,64.4,1544461500
123,a13d7,20.9,64.2,1544461620
124,a13d7,20.9,64.1,1544461740
125,a13d7,20.9,63.6,1544461920
126,a13d7,20.9,64,1544462040
127,a13d7,20.9,64,1544462160
128,a13d7,20.9,63.9,1544462280
129,a13d7,20.9,63.8,1544462400
130,a13d7,20.9,63.7,1544462520
131,a13d7,21.3,64,1544462640
132,a13d7,20.8,63.6,1544462760
133,a13d7,21,63.9,1544462880
134,a13d7,20.9,64.2,1544463000
135,a13d7,20.8,64.2,1544463120
136,a13d7,20.8,64.3,1544463240
137,a13d7,20.7,64.6,1544463360
138,a13d7,20.7,64.7,1544463480
139,a13d7,20.7,65,1544463600
140,a13d7,20.7,65.1,1544463720
141,a13d7,20.2,65.1,1544463840
142,a13d7,20.6,65.5,1544463960
143,a13d7,20.6,65.6,1544464080
144,a13d7,20.6,65.9,1544464200
145,a13d7,20.9,66.3,1544464320
146,a13d7,20.5,66.2,1544464440
147,a13d7,19.9,66.1,1544464560
148,a13d7,20.2,66.5,1544464680
149,a13d7,20.3,66.9,1544464800
150,a13d7,20.7,67.5,1544464920
151,a13d7,20.2,67.5,1544465040
152,a13d7,20.3,67.4,1544465160
153,a13d7,20.4,68.5,1544465280
154,a13d7,20.2,67.7,1544465400
155,a13d7,20.1,67.5,1544465580
156,a13d7,20.1,67.5,1544465700
157,a13d7,20.2,67.5,1544465820
158,a13d7,20.2,67,1544465940
159,a13d7,20.7,67.2,1544466060
160,a13d7,20.2,66.8,1544466180
161,a13d7,20.5,67.1,1544466300
162,a13d7,20.3,66.9,1544466420
163,a13d7,20.3,67.1,1544466540
164,a13d7,20.3,66,1544466660
165,a13d7,20.5,67.1,1544466780
166,a13d7,20.3,66.7,1544466900
167,a13d7,20.4,67.1,1544467020
168,a13d7,20.3,66.7,1544467140
169,a13d7,20.3,66,1544467260
170,a13d7,20.3,65.8,1544467380
171,a13d7,20.4,66.7,1544467500
172,a13d7,20.4,66.6,1544467620
173,a13d7,20.6,66.4,1544467740
174,a13d7,20.4,66.3,1544467860
175,a13d7,20.4,65.8,1544467980
176,a13d7,20.4,66,1544468100
177,a13d7,20.4,66.3,1544468220
178,a13d7,20.4,66.2,1544468340
179,a13d7,20.4,66.1,1544468460
180,a13d7,20.4,65.5,1544468580
181,a13d7,20.9,66.4,1544468700
182,a13d7,20.4,66.1,1544468880
183,a13d7,20.4,66.2,1544469000
184,a13d7,20.4,66.1,1544469120
185,a13d7,20.4,66.2,1544469240
186,a13d7,20.4,66.3,1544469360
187,a13d7,20.4,66.5,1544469480
188,a13d7,20.3,66.5,1544469600
189,a13d7,19.8,66.3,1544469720
190,a13d7,20.3,66.5,1544469840
191,a13d7,20.3,66.7,1544469960
192,a13d7,20.3,66.8,1544470080
193,a13d7,20.3,66.8,1544470200
194,a13d7,20.6,67.2,1544470320
195,a13d7,20.2,67.2,1544470440
196,a13d7,21.1,68,1544470560
197,a13d7,20.3,67.8,1544470680
198,a13d7,20,67.8,1544470800
199,a13d7,20.1,67.9,1544470920
200,a13d7,20,68,1544471040
201,a13d7,19.6,67.5,1544471160
202,a13d7,20.2,67.1,1544471280
203,a13d7,20.3,66.7,1544471400
204,a13d7,20.2,66.8,1544471520
205,a13d7,20.2,66.8,1544471640
206,a13d7,20.2,67.2,1544471760
207,a13d7,20.2,67.1,1544471880
208,a13d7,20.2,67.3,1544472000
209,a13d7,20.2,67.4,1544472180
210,a13d7,20.2,67.3,1544472300
211,a13d7,20.2,67.3,1544472420
212,a13d7,20.2,67.3,1544472540
213,a13d7,19.7,67,1544472660
214,a13d7,20.2,67.4,1544472780
215,a13d7,20.2,67,1544472900
216,a13d7,20.2,68.1,1544473020
217,a13d7,20.6,67.1,1544473140
218,a13d7,20.2,66.9,1544473260
219,a13d7,20.2,66.7,1544473380
220,a13d7,20.2,66.8,1544473500
221,a13d7,20.3,66.5,1544473620
222,a13d7,20.2,66.1,1544473740
223,a13d7,20.3,66,1544473860
224,a13d7,20.3,66,1544473980
225,a13d7,20.3,66.1,1544474100
226,a13d7,19.7,65.7,1544474220
227,a13d7,19.6,65.8,1544474340
228,a13d7,19.9,65.9,1544474460
229,a13d7,19.9,65.8,1544474580
230,a13d7,20.2,66,1544474700
231,a13d7,20.2,66.1,1544474820
232,a13d7,20.9,66.7,1544474940
233,a13d7,20.1,66.3,1544475060
234,a13d7,20.2,66.3,1544475180
235,a13d7,20.2,66.4,1544475300
236,a13d7,20.2,66.3,1544475480
237,a13d7,20.1,66.4,1544475600
238,a13d7,20.2,66.4,1544475720
239,a13d7,20.2,66.2,1544475840
240,a13d7,20.2,66.2,1544475960
241,a13d7,19.6,66,1544476080
242,a13d7,20.2,66.4,1544476200
243,a13d7,20.2,66.5,1544476320
244,a13d7,20.1,66.3,1544476440
245,a13d7,20.1,66.2,1544476560
246,a13d7,20.1,66.4,1544476680
247,a13d7,20.1,66.2,1544476800
248,a13d7,20.1,66.4,1544476920
249,a13d7,20.3,66.4,1544477040
250,a13d7,20.1,66.1,1544477160
251,a13d7,20,65.5,1544477280
252,a13d7,20.1,66,1544477400
253,a13d7,20.1,66.2,1544477520
254,a13d7,20.1,66.2,1544477640
255,a13d7,20.1,66.5,1544477760
256,a13d7,19.4,66,1544477880
257,a13d7,20.1,66.4,1544478000
258,a13d7,20.2,66.2,1544478120
259,a13d7,19.1,65.7,1544478240
260,a13d7,20.1,66.2,1544478360
261,a13d7,20.1,66.1,1544478480
262,a13d7,20.1,66.4,1544478660
263,a13d7,19.5,66.1,1544478780
264,a13d7,20.1,66.4,1544478900
265,a13d7,20.1,66.4,1544479020
266,a13d7,20.1,66.5,1544479140
267,a13d7,20.3,66.4,1544479260
268,a13d7,20.1,66.4,1544479380
269,a13d7,19.1,65.8,1544479500
270,a13d7,19.9,66.2,1544479620
271,a13d7,20.2,66.3,1544479740
272,a13d7,20.1,66.2,1544479860
273,a13d7,20.2,66.4,1544479980
274,a13d7,20.2,66.4,1544480100
275,a13d7,20.2,67,1544480220
276,a13d7,20.6,66.7,1544480340
277,a13d7,20.2,65.7,1544480460
278,a13d7,20.2,66.2,1544480580
279,a13d7,19.2,66,1544480700
280,a13d7,20.3,67.5,1544480820
281,a13d7,20.2,67.9,1544480940
282,a13d7,20.3,68.3,1544481060
283,a13d7,20.3,68.8,1544481180
284,a13d7,20.3,68.8,1544481300
285,a13d7,20.2,68.5,1544481420
286,a13d7,20.2,68.2,1544481540
287,a13d7,20.3,68.2,1544481660
288,a13d7,20.3,68.2,1544481780
289,a13d7,20.2,68,1544481900
290,a13d7,20.3,68.1,1544482020
291,a13d7,20.2,68,1544482200
292,a13d7,19,67.2,1544482320
293,a13d7,20.3,68.5,1544482440
294,a13d7,20.3,68.8,1544482560
295,a13d7,20.3,69.2,1544482680
296,a13d7,20.3,69.3,1544482800
297,a13d7,20.2,69.1,1544482920
298,a13d7,20.2,68.9,1544483040
299,a13d7,20.2,68.8,1544483160
300,a13d7,20.3,68.5,1544483280
301,a13d7,20.2,68.5,1544483400
302,a13d7,20.2,68.5,1544483520
303,a13d7,20.3,68.6,1544483640
304,a13d7,20.3,68.9,1544483760
305,a13d7,20.4,69.1,1544483880
306,a13d7,20.5,69.3,1544484000
307,a13d7,20.1,68.8,1544484120
308,a13d7,20.4,69,1544484240
309,a13d7,20.4,69.2,1544484360
310,a13d7,19.4,68.5,1544484480
311,a13d7,20.3,69.1,1544484600
312,a13d7,20.3,69,1544484720
313,a13d7,20.3,68.7,1544484840
314,a13d7,20.4,68.6,1544484960
315,a13d7,20.6,68.4,1544485080
316,a13d7,20.5,68.7,1544485200
317,a13d7,20.5,68.4,1544485320
318,a13d7,20.4,68.7,1544485440
319,a13d7,20.4,69.1,1544485620
320,a13d7,19.7,68.9,1544485740
321,a13d7,20.7,69.6,1544485860
322,a13d7,20.5,69.5,1544485980
323,a13d7,20.3,56.5,1544486100
324,a13d7,19.2,54.7,1544486220
325,a13d7,19,51.1,1544486340
326,a13d7,18.4,49.1,1544486460
327,a13d7,19.4,53.8,1544486580
328,a13d7,18.7,59.6,1544486700
329,a13d7,19.2,60.6,1544486820
330,a13d7,19.4,60.8,1544486940
331,a13d7,20.8,62.1,1544487060
332,a13d7,19.9,61.8,1544487180
333,a13d7,20,62.7,1544487300
334,a13d7,20.1,62.2,1544487420
335,a13d7,20.3,61.7,1544487540
336,a13d7,20.4,62.5,1544487660
337,a13d7,20.5,62.6,1544487780
338,a13d7,20.6,63.1,1544487900
339,a13d7,20.7,63.2,1544488020
340,a13d7,20.8,63.3,1544488140
341,a13d7,20.9,63.3,1544488260
342,a13d7,21,63,1544488380
343,a13d7,21.1,63.3,1544488500
344,a13d7,21.2,63.3,1544488620
345,a13d7,21.2,63.3,1544488740
346,a13d7,21.7,63.6,1544488860
347,a13d7,21.3,63.1,1544488980
348,a13d7,21.1,63,1544489100
349,a13d7,21.4,62.5,1544489280
350,a13d7,21.5,63.2,1544489400
351,a13d7,21.5,63.7,1544489520
352,a13d7,21.5,63.6,1544489640
353,a13d7,21.2,62.8,1544489760
354,a13d7,21.5,63.8,1544489880
355,a13d7,21.5,64,1544490000
356,a13d7,21.5,64.2,1544490120
357,a13d7,21.5,64.4,1544490240
358,a13d7,21.4,64,1544490360
359,a13d7,21.5,64.4,1544490480
360,a13d7,21.4,64.1,1544490600
361,a13d7,21.8,65.1,1544490720
362,a13d7,21.4,64.8,1544490840
363,a13d7,21.3,64.9,1544490960
364,a13d7,21.3,65.6,1544491080
365,a13d7,21.3,65,1544491200
366,a13d7,21,65.5,1544491320
367,a13d7,21.2,65.7,1544491440
368,a13d7,21.2,65.9,1544491560
369,a13d7,21.2,66,1544491680
370,a13d7,21.2,66.3,1544491800
371,a13d7,21.2,66.3,1544491920
372,a13d7,21.2,66.9,1544492040
373,a13d7,21,66.9,1544492160
374,a13d7,21,67.4,1544492280
375,a13d7,20.9,67.7,1544492400
376,a13d7,20.8,68,1544492520
377,a13d7,20.8,68.3,1544492640
378,a13d7,20.8,68.6,1544492820
379,a13d7,20.8,69,1544492940
380,a13d7,21.1,69.5,1544493060
381,a13d7,20.8,69.6,1544493180
382,a13d7,20.8,69.5,1544493300
383,a13d7,20.9,69.2,1544493420
384,a13d7,20.9,68.8,1544493540
385,a13d7,21.1,68.8,1544493660
386,a13d7,21.1,69.4,1544493780
387,a13d7,21.1,68.6,1544493900
388,a13d7,21,68.6,1544494020
389,a13d7,21,68.7,1544494140
390,a13d7,21.1,69.3,1544494260
391,a13d7,21,68.7,1544494380
392,a13d7,21,68.7,1544494500
393,a13d7,21.1,69.4,1544494620
394,a13d7,21.1,68.4,1544494740
395,a13d7,21.5,68.9,1544494860
396,a13d7,21.1,68.5,1544494980
397,a13d7,21.4,67.7,1544495100
398,a13d7,21.1,68.5,1544495220
399,a13d7,21.2,68.6,1544495340
400,a13d7,21.2,68.5,1544495460
401,a13d7,21.2,67.8,1544495580
402,a13d7,21.2,68.2,1544495700
403,a13d7,21.2,68.4,1544495820
404,a13d7,21.2,67.4,1544495940
405,a13d7,21.3,68.2,1544496060
406,a13d7,21.3,68.4,1544496180
407,a13d7,21.2,68.5,1544496360
408,a13d7,21.2,68.4,1544496480
409,a13d7,21.2,68.4,1544496600
410,a13d7,21.2,68.5,1544496720
411,a13d7,21.3,68.6,1544496840
412,a13d7,21.3,68.5,1544496960
413,a13d7,20.7,68.5,1544497080
414,a13d7,21.2,69,1544497200
415,a13d7,21.1,69.5,1544497320
416,a13d7,21.1,69.7,1544497440
417,a13d7,21.3,70.2,1544497560
418,a13d7,21,70.2,1544497680
419,a13d7,21,70.5,1544497800
420,a13d7,20.6,70.4,1544497920
421,a13d7,20.9,70.7,1544498040
422,a13d7,20.9,70.9,1544498160
423,a13d7,20.9,71,1544498280
424,a13d7,20.3,70.7,1544498400
425,a13d7,20.9,72,1544498520
426,a13d7,20.9,71.2,1544498640
427,a13d7,20.8,71.3,1544498760
428,a13d7,20.7,71.3,1544498880
429,a13d7,20.8,71.2,1544499000
430,a13d7,21,70.8,1544499120
431,a13d7,21,70.3,1544499240
432,a13d7,21.1,70.1,1544499360
433,a13d7,21.1,69.9,1544499540
434,a13d7,21.1,69.8,1544499660
435,a13d7,21.2,69.8,1544499780
436,a13d7,21.1,69.8,1544499900
437,a13d7,21.2,69.7,1544500020
438,a13d7,21.2,69.7,1544500140
439,a13d7,21.1,69.7,1544500260
440,a13d7,21.1,69.3,1544500380
441,a13d7,21.1,69.2,1544500500
442,a13d7,21.1,70.2,1544500620
443,a13d7,20.6,70,1544500740
444,a13d7,21.1,70.3,1544500860
445,a13d7,21.1,70.5,1544500980
446,a13d7,21.2,70.8,1544501100
447,a13d7,21.1,70.5,1544501220
448,a13d7,21.1,71.1,1544501340
449,a13d7,21.1,70.7,1544501460
450,a13d7,21.1,70.9,1544501580
451,a13d7,21.1,70.7,1544501700
452,a13d7,21.3,71.1,1544501820
453,a13d7,21.1,70.6,1544501940
454,a13d7,20.6,70.7,1544502060
455,a13d7,21.1,71,1544502180
456,a13d7,21.1,71.2,1544502300
457,a13d7,21.1,71.2,1544502420
458,a13d7,21.1,71.1,1544502540
459,a13d7,21.1,71.3,1544502660
460,a13d7,21.1,71.6,1544502780
461,a13d7,21.1,71.7,1544502960
462,a13d7,19.8,70.9,1544503080
463,a13d7,21.1,71.7,1544503200
464,a13d7,21.1,71.8,1544503320
465,a13d7,21.1,72,1544503440
466,a13d7,21.1,71.9,1544503560
467,a13d7,21.1,72,1544503680
468,a13d7,21.1,71.9,1544503800
469,a13d7,21,72.2,1544503920
470,a13d7,21.5,72.5,1544504040
471,a13d7,21,72.3,1544504160
472,a13d7,21,72.4,1544504280
473,a13d7,21,72.5,1544504400
474,a13d7,21,72.4,1544504520
475,a13d7,21.6,72.9,1544504640
476,a13d7,21,72.6,1544504760
477,a13d7,21,73,1544504880
478,a13d7,21.1,73.1,1544505000
479,a13d7,21.1,73,1544505120
480,a13d7,21.2,73.2,1544505240
481,a13d7,21.4,73.2,1544505360
482,a13d7,21.2,72.8,1544505480
483,a13d7,21.3,72.7,1544505600
484,a13d7,21.3,72.7,1544505720
485,a13d7,21.3,72.8,1544505840
486,a13d7,21.3,72.5,1544505960
487,a13d7,21.4,72.8,1544506080
488,a13d7,21.3,72.5,1544506200
489,a13d7,21.3,72.5,1544506380
490,a13d7,21.2,72.9,1544506500
491,a13d7,21.2,72.6,1544506620
492,a13d7,21.2,73,1544506740
493,a13d7,21.2,73.3,1544506860
494,a13d7,21.2,73.2,1544506980
495,a13d7,21.2,73.2,1544507100
496,a13d7,21.2,73,1544507220
497,a13d7,21.2,73.4,1544507340
498,a13d7,21.2,73.5,1544507460
499,a13d7,21.2,73.8,1544507580
500,a13d7,21.2,73.7,1544507700
501,a13d7,21.1,73.6,1544507820
502,a13d7,21.1,73.7,1544507940
503,a13d7,21.1,73.9,1544508060
504,a13d7,21.1,73.8,1544508180
505,a13d7,20.4,73.7,1544508300
506,a13d7,21,74.6,1544508420
507,a13d7,20.9,74.9,1544508540
508,a13d7,20.9,75.2,1544508660
509,a13d7,20,74.7,1544508780
510,a13d7,20.9,75.5,1544508900
511,a13d7,20.8,75.7,1544509020
512,a13d7,20.8,76.2,1544509140
513,a13d7,21.2,76.7,1544509260
514,a13d7,20.7,76.6,1544509380
515,a13d7,20.8,76.9,1544509500
516,a13d7,21.1,77.1,1544509620
517,a13d7,20.7,76.9,1544509800
518,a13d7,20.1,76.5,1544509920
519,a13d7,20.7,77,1544510040
520,a13d7,20.7,76.9,1544510160
521,a13d7,20.7,76.6,1544510280
522,a13d7,20.8,76.3,1544510400
523,a13d7,20.9,76.1,1544510520
524,a13d7,20.9,75.9,1544510640
525,a13d7,20.9,75.3,1544510760
526,a13d7,20.9,74.9,1544510880
527,a13d7,20.9,75.2,1544511000
528,a13d7,20.9,75,1544511120
529,a13d7,20.9,75.2,1544511240
530,a13d7,21,75.2,1544511360
531,a13d7,21,75.6,1544511480
532,a13d7,21.1,75.2,1544511600
533,a13d7,20.6,74.8,1544511720
534,a13d7,20.9,75.2,1544511840
535,a13d7,21.1,75.3,1544511960
536,a13d7,21.8,75.6,1544512080
537,a13d7,21.1,75,1544512200
538,a13d7,21.1,75.2,1544512320
539,a13d7,21.7,75.3,1544512440
540,a13d7,21.1,74.6,1544512560
541,a13d7,21.1,74.5,1544512680
542,a13d7,20.5,74.3,1544512800
543,a13d7,21.1,74.9,1544512920
544,a13d7,21.1,74.8,1544513040
545,a13d7,21.1,74.7,1544513160
546,a13d7,21.2,74.8,1544513340
547,a13d7,21.2,74.7,1544513460
548,a13d7,20.9,74.7,1544513580
549,a13d7,21.1,75,1544513700
550,a13d7,21.2,74.9,1544513820
551,a13d7,21.2,75,1544513940
552,a13d7,21.1,75.2,1544514060
553,a13d7,21.1,75.3,1544514180
554,a13d7,21.1,75.2,1544514300
555,a13d7,21.1,75.2,1544514420
556,a13d7,21.2,75.8,1544514540
557,a13d7,21.1,75.9,1544514660
558,a13d7,21.1,75.9,1544514780
559,a13d7,21,75.9,1544514900
560,a13d7,21,76,1544515020
561,a13d7,21.3,76,1544515140
562,a13d7,21,75.6,1544515260
563,a13d7,21,75.7,1544515380
564,a13d7,20.9,75.8,1544515500
565,a13d7,21,75.9,1544515620
566,a13d7,21.5,76.2,1544515740
567,a13d7,20.9,75.8,1544515860
568,a13d7,21,75.5,1544515980
569,a13d7,21,75.4,1544516100
570,a13d7,21,75.3,1544516220
571,a13d7,21.4,75.5,1544516340
572,a13d7,21,75.2,1544516460
573,a13d7,20.3,74.9,1544516580
574,a13d7,21,75.2,1544516760
575,a13d7,21,75.2,1544516880
576,a13d7,21,75.5,1544517000
577,a13d7,21,75.5,1544517120
578,a13d7,21,75.5,1544517240
579,a13d7,21.4,74.9,1544517360
580,a13d7,21,75.4,1544517480
581,a13d7,21,75,1544517600
582,a13d7,21.3,74.9,1544517720
583,a13d7,21.1,74.4,1544517840
584,a13d7,21,74.8,1544517960
585,a13d7,21.8,75.2,1544518080
586,a13d7,21.1,74.6,1544518200
587,a13d7,20.8,74.4,1544518320
588,a13d7,21.1,74.6,1544518440
589,a13d7,21.1,74.5,1544518560
590,a13d7,21.1,74.1,1544518680
591,a13d7,21.1,73.9,1544518800
592,a13d7,21.1,73.7,1544518920
593,a13d7,21.1,74,1544519040
594,a13d7,21.2,73.6,1544519160
595,a13d7,21.2,73.3,1544519280
596,a13d7,21.1,72.8,1544519400
597,a13d7,21.1,73.7,1544519520
598,a13d7,21.4,74,1544519640
599,a13d7,21.2,73.9,1544519760
600,a13d7,21.1,73.6,1544519880
601,a13d7,21.1,73.8,1544520000
602,a13d7,21.2,73.7,1544520120
603,a13d7,21.2,73.7,1544520300
604,a13d7,21.2,73.6,1544520420
605,a13d7,21.2,73.6,1544520540
606,a13d7,21.2,73.5,1544520660
607,a13d7,21.2,73.4,1544520780
608,a13d7,21.3,73.4,1544520900
609,a13d7,21.2,73.3,1544521020
610,a13d7,21.2,73.5,1544521140
611,a13d7,21.2,73.4,1544521260
612,a13d7,21.2,73.3,1544521380
613,a13d7,21.3,73.2,1544521500
614,a13d7,21.4,73.2,1544521620
615,a13d7,21.2,73,1544521740
616,a13d7,21.5,73.2,1544521860
617,a13d7,21.3,73.1,1544521980
618,a13d7,21.2,73.3,1544522100
619,a13d7,21.2,73.5,1544522220
620,a13d7,21.2,73.3,1544522340
621,a13d7,21.9,73.8,1544522460
622,a13d7,20.2,72.8,1544522580
623,a13d7,21.1,72.7,1544522700
624,a13d7,21.1,73.5,1544522820
625,a13d7,21.1,73.5,1544522940
626,a13d7,20.1,72.7,1544523060
627,a13d7,21.1,73.4,1544523180
628,a13d7,21.1,73.5,1544523300
629,a13d7,21.5,73.7,1544523420
630,a13d7,21.1,73.2,1544523540
631,a13d7,21.1,73.3,1544523720
632,a13d7,21.1,72.7,1544523840
633,a13d7,21.1,73.2,1544523960
634,a13d7,21.1,72.9,1544524080
635,a13d7,21.1,73,1544524200
636,a13d7,21.1,73,1544524320
637,a13d7,20.9,72.7,1544524440
638,a13d7,21.1,72.9,1544524560
639,a13d7,21.3,72.8,1544524680
640,a13d7,21.2,72.6,1544524800
641,a13d7,21.2,72.3,1544524920
642,a13d7,21.2,72.7,1544525040
643,a13d7,21.2,72.4,1544525160
644,a13d7,21.2,72.5,1544525280
645,a13d7,21.2,72.6,1544525400
646,a13d7,21.2,72.3,1544525520
647,a13d7,21.2,72.4,1544525640
648,a13d7,21.2,72.6,1544525760
649,a13d7,21.3,72,1544525880
650,a13d7,20.4,71.8,1544526000
651,a13d7,21.3,72.4,1544526120
652,a13d7,21.3,72.4,1544526240
653,a13d7,21.3,72.7,1544526360
654,a13d7,21.3,72.1,1544526480
655,a13d7,21.3,72.2,1544526600
656,a13d7,21.3,72.2,1544526720
657,a13d7,21.3,72.2,1544526840
658,a13d7,21.3,72.2,1544526960
659,a13d7,21.3,72.2,1544527140
660,a13d7,21.3,72.2,1544527260
661,a13d7,21.3,72.1,1544527380
662,a13d7,20.9,71.6,1544527500
663,a13d7,21.2,72.1,1544527620
664,a13d7,21.3,72.2,1544527740
665,a13d7,21.2,71.2,1544527860
666,a13d7,21.2,70.8,1544527980
667,a13d7,21.2,72,1544528100
668,a13d7,21.3,71.9,1544528220
669,a13d7,21.3,71.8,1544528340
670,a13d7,21.3,71.7,1544528460
671,a13d7,21.3,71.8,1544528580
672,a13d7,21.6,72.1,1544528700
673,a13d7,21.3,71.9,1544528820
674,a13d7,22.1,72.4,1544528940
675,a13d7,21.3,71.1,1544529180
676,a13d7,21.4,71.8,1544529300
677,a13d7,21.2,71.4,1544529420
678,a13d7,21.5,71.4,1544529540
679,a13d7,21.5,71.2,1544529660
680,a13d7,21.4,71,1544529780
681,a13d7,21.4,71.4,1544529900
682,a13d7,21.3,71.5,1544530020
683,a13d7,21.4,70.7,1544530140
684,a13d7,21.4,71.4,1544530260
685,a13d7,21.3,71.4,1544530380
686,a13d7,21.4,71,1544530500
687,a13d7,21.3,69.7,1544530620
688,a13d7,21.3,69.3,1544530740
689,a13d7,21.5,68.8,1544530860
690,a13d7,21.4,70.3,1544530980
691,a13d7,21.4,68.5,1544531100
692,a13d7,21.3,68.3,1544531220
693,a13d7,21.4,69.7,1544531400
694,a13d7,21.8,70.3,1544531520
695,a13d7,21.4,68.8,1544531640
696,a13d7,21.4,68.4,1544531760
697,a13d7,21.4,70.1,1544531880
698,a13d7,21.7,70.4,1544532000
699,a13d7,21.2,68,1544532120
700,a13d7,21.4,70.5,1544532240
701,a13d7,21.4,69.2,1544532360
702,a13d7,21.4,70.2,1544532480
703,a13d7,21.4,70.5,1544532600
704,a13d7,21.5,69.1,1544532720
705,a13d7,21.6,70.4,1544532840
706,a13d7,21.5,69.8,1544532960
707,a13d7,21.5,67.5,1544533080
708,a13d7,21.7,70.1,1544533200
